protein_group,precursor_num,scan_num
sp|O95678|K2C75_HUMAN;sp|P02538|K2C6A_HUMAN;sp|P04259|K2C6B_HUMAN;sp|P05787|K2C8_HUMAN;sp|P08729|K2C7_HUMAN;sp|P12035|K2C3_HUMAN;sp|P13647|K2C5_HUMAN;sp|P19013|K2C4_HUMAN;sp|P35908|K22E_HUMAN;sp|P48668|K2C6C_HUMAN;sp|Q01546|K22O_HUMAN;sp|Q14CN4|K2C72_HUMAN;sp|Q3SY84|K2C71_HUMAN;sp|Q5XKE5|K2C79_HUMAN;sp|Q7RTS7|K2C74_HUMAN;sp|Q7Z794|K2C1B_HUMAN;sp|Q86Y46|K2C73_HUMAN;sp|Q9NSB2|KRT84_HUMAN,1,1
sp|O95819|M4K4_HUMAN;sp|Q8N4C8|MINK1_HUMAN;sp|Q9UKE5|TNIK_HUMAN,1,1
sp|P00338|LDHA_HUMAN,8,11
sp|P00403|COX2_HUMAN,1,1
sp|P00505|AATM_HUMAN,1,1
sp|P00558|PGK1_HUMAN,6,8
sp|P00558|PGK1_HUMAN;sp|P07205|PGK2_HUMAN,3,5
sp|P01024|CO3_HUMAN,1,1
sp|P02042|HBD_HUMAN;sp|P68871|HBB_HUMAN,1,1
sp|P02533|K1C14_HUMAN;sp|P08727|K1C19_HUMAN;sp|P08779|K1C16_HUMAN;sp|P19012|K1C15_HUMAN;sp|Q04695|K1C17_HUMAN,1,1
sp|P02545|LMNA_HUMAN,6,8
sp|P02768|ALBU_HUMAN,2,2
sp|P02786|TFR1_HUMAN,5,6
sp|P04075|ALDOA_HUMAN,7,10
sp|P04083|ANXA1_HUMAN,3,4
sp|P04350|TBB4A_HUMAN;sp|P07437|TBB5_HUMAN;sp|P68371|TBB4B_HUMAN;sp|Q13509|TBB3_HUMAN,1,2
sp|P04350|TBB4A_HUMAN;sp|P07437|TBB5_HUMAN;sp|P68371|TBB4B_HUMAN;sp|Q13509|TBB3_HUMAN;sp|Q13885|TBB2A_HUMAN;sp|Q9BVA1|TBB2B_HUMAN,1,1
sp|P04350|TBB4A_HUMAN;sp|P07437|TBB5_HUMAN;sp|P68371|TBB4B_HUMAN;sp|Q13885|TBB2A_HUMAN;sp|Q9BVA1|TBB2B_HUMAN,1,2
sp|P04350|TBB4A_HUMAN;sp|P68371|TBB4B_HUMAN,1,2
sp|P04350|TBB4A_HUMAN;sp|P68371|TBB4B_HUMAN;sp|Q3ZCM7|TBB8_HUMAN,2,3
sp|P04406|G3P_HUMAN,8,14
sp|P04843|RPN1_HUMAN,2,2
sp|P04908|H2A1B_HUMAN;sp|P0C0S5|H2AZ_HUMAN;sp|P0C0S8|H2A1_HUMAN;sp|P16104|H2AX_HUMAN;sp|P20671|H2A1D_HUMAN;sp|Q16777|H2A2C_HUMAN;sp|Q6FI13|H2A2A_HUMAN;sp|Q71UI9|H2AV_HUMAN;sp|Q7L7L0|H2A3_HUMAN;sp|Q8IUE6|H2A2B_HUMAN;sp|Q93077|H2A1C_HUMAN;sp|Q96KK5|H2A1H_HUMAN;sp|Q96QV6|H2A1A_HUMAN;sp|Q99878|H2A1J_HUMAN;sp|Q9BTM1|H2AJ_HUMAN,2,6
sp|P04908|H2A1B_HUMAN;sp|P0C0S5|H2AZ_HUMAN;sp|P0C0S8|H2A1_HUMAN;sp|P16104|H2AX_HUMAN;sp|P20671|H2A1D_HUMAN;sp|Q16777|H2A2C_HUMAN;sp|Q6FI13|H2A2A_HUMAN;sp|Q71UI9|H2AV_HUMAN;sp|Q7L7L0|H2A3_HUMAN;sp|Q93077|H2A1C_HUMAN;sp|Q96KK5|H2A1H_HUMAN;sp|Q96QV6|H2A1A_HUMAN;sp|Q99878|H2A1J_HUMAN;sp|Q9BTM1|H2AJ_HUMAN,1,2
sp|P04908|H2A1B_HUMAN;sp|P0C0S8|H2A1_HUMAN;sp|P20671|H2A1D_HUMAN;sp|Q16777|H2A2C_HUMAN;sp|Q6FI13|H2A2A_HUMAN;sp|Q7L7L0|H2A3_HUMAN;sp|Q93077|H2A1C_HUMAN;sp|Q96KK5|H2A1H_HUMAN;sp|Q99878|H2A1J_HUMAN;sp|Q9BTM1|H2AJ_HUMAN,2,7
sp|P05198|IF2A_HUMAN,1,1
sp|P05387|RLA2_HUMAN,4,5
sp|P05388|RLA0_HUMAN,1,1
sp|P05388|RLA0_HUMAN;sp|Q8NHW5|RLA0L_HUMAN,1,1
sp|P05783|K1C18_HUMAN,5,5
sp|P05787|K2C8_HUMAN,9,14
sp|P06576|ATPB_HUMAN,7,7
sp|P06733|ENOA_HUMAN,14,22
sp|P06733|ENOA_HUMAN;sp|P09104|ENOG_HUMAN;sp|P13929|ENOB_HUMAN,2,4
sp|P06744|G6PI_HUMAN,3,3
sp|P06748|NPM_HUMAN,2,5
sp|P06753|TPM3_HUMAN,2,2
sp|P06899|H2B1J_HUMAN;sp|P23527|H2B1O_HUMAN;sp|P33778|H2B1B_HUMAN;sp|Q16778|H2B2E_HUMAN;sp|Q6DN03|H2B2C_HUMAN;sp|Q6DRA6|H2B2D_HUMAN;sp|Q8N257|H2B3B_HUMAN,1,1
sp|P07195|LDHB_HUMAN,4,5
sp|P07237|PDIA1_HUMAN,1,1
sp|P07355|ANXA2_HUMAN,5,6
sp|P07437|TBB5_HUMAN,1,1
sp|P07437|TBB5_HUMAN;sp|P68371|TBB4B_HUMAN;sp|Q13509|TBB3_HUMAN;sp|Q13885|TBB2A_HUMAN;sp|Q9BVA1|TBB2B_HUMAN,1,1
sp|P07437|TBB5_HUMAN;sp|Q13509|TBB3_HUMAN;sp|Q13885|TBB2A_HUMAN;sp|Q9BVA1|TBB2B_HUMAN,1,2
sp|P07602|SAP_HUMAN,2,2
sp|P07737|PROF1_HUMAN,4,7
sp|P07900|HS90A_HUMAN,3,4
sp|P07900|HS90A_HUMAN;sp|P08238|HS90B_HUMAN,1,2
sp|P07900|HS90A_HUMAN;sp|P08238|HS90B_HUMAN;sp|Q14568|HS902_HUMAN;sp|Q58FF8|H90B2_HUMAN,1,2
sp|P07900|HS90A_HUMAN;sp|P08238|HS90B_HUMAN;sp|Q58FF6|H90B4_HUMAN;sp|Q58FF7|H90B3_HUMAN;sp|Q58FF8|H90B2_HUMAN,1,1
sp|P07900|HS90A_HUMAN;sp|P08238|HS90B_HUMAN;sp|Q58FF6|H90B4_HUMAN;sp|Q58FF7|H90B3_HUMAN;sp|Q58FG0|HS905_HUMAN,1,1
sp|P07910|HNRPC_HUMAN,1,1
sp|P08195|4F2_HUMAN,5,5
sp|P08238|HS90B_HUMAN,4,6
sp|P08238|HS90B_HUMAN;sp|P14625|ENPL_HUMAN,1,1
sp|P08238|HS90B_HUMAN;sp|Q58FF7|H90B3_HUMAN,1,1
sp|P08243|ASNS_HUMAN,1,1
sp|P08559|ODPA_HUMAN,1,1
sp|P08670|VIME_HUMAN,1,1
sp|P08670|VIME_HUMAN;sp|P17661|DESM_HUMAN,1,1
sp|P08708|RS17_HUMAN,1,1
sp|P08727|K1C19_HUMAN,2,2
sp|P08729|K2C7_HUMAN,5,5
sp|P08758|ANXA5_HUMAN,2,2
sp|P08779|K1C16_HUMAN,1,1
sp|P09012|SNRPA_HUMAN,1,1
sp|P09382|LEG1_HUMAN,2,2
sp|P09651|ROA1_HUMAN;sp|Q32P51|RA1L2_HUMAN,1,2
sp|P0C0S5|H2AZ_HUMAN;sp|Q71UI9|H2AV_HUMAN,1,1
sp|P0CG38|POTEI_HUMAN,1,1
sp|P0CG38|POTEI_HUMAN;sp|P0CG39|POTEJ_HUMAN;sp|Q6S8J3|POTEE_HUMAN;sp|Q9BYX7|ACTBM_HUMAN,1,1
sp|P0CG47|UBB_HUMAN;sp|P0CG48|UBC_HUMAN;sp|P62979|RS27A_HUMAN;sp|P62987|RL40_HUMAN,2,4
sp|P0DME0|SETLP_HUMAN;sp|Q01105|SET_HUMAN,2,2
sp|P0DMV8|HS71A_HUMAN;sp|P0DMV9|HS71B_HUMAN,5,5
sp|P0DMV8|HS71A_HUMAN;sp|P0DMV9|HS71B_HUMAN;sp|P11142|HSP7C_HUMAN;sp|P17066|HSP76_HUMAN;sp|P34931|HS71L_HUMAN;sp|P48741|HSP77_HUMAN;sp|P54652|HSP72_HUMAN,1,2
sp|P0DMV8|HS71A_HUMAN;sp|P0DMV9|HS71B_HUMAN;sp|P17066|HSP76_HUMAN;sp|P34931|HS71L_HUMAN;sp|P48741|HSP77_HUMAN,1,1
sp|P0DMV8|HS71A_HUMAN;sp|P0DMV9|HS71B_HUMAN;sp|P34931|HS71L_HUMAN,1,1
sp|P0DP23|CALM1_HUMAN;sp|P0DP24|CALM2_HUMAN;sp|P0DP25|CALM3_HUMAN,1,1
sp|P0DPH7|TBA3C_HUMAN;sp|P0DPH8|TBA3D_HUMAN;sp|P68363|TBA1B_HUMAN;sp|P68366|TBA4A_HUMAN;sp|Q6PEY2|TBA3E_HUMAN;sp|Q71U36|TBA1A_HUMAN,1,3
sp|P0DPH7|TBA3C_HUMAN;sp|P0DPH8|TBA3D_HUMAN;sp|P68363|TBA1B_HUMAN;sp|P68366|TBA4A_HUMAN;sp|Q6PEY2|TBA3E_HUMAN;sp|Q71U36|TBA1A_HUMAN;sp|Q9BQE3|TBA1C_HUMAN,1,2
sp|P0DPH7|TBA3C_HUMAN;sp|P0DPH8|TBA3D_HUMAN;sp|P68363|TBA1B_HUMAN;sp|P68366|TBA4A_HUMAN;sp|Q6PEY2|TBA3E_HUMAN;sp|Q71U36|TBA1A_HUMAN;sp|Q9BQE3|TBA1C_HUMAN;sp|Q9NY65|TBA8_HUMAN,2,3
sp|P0DPH7|TBA3C_HUMAN;sp|P0DPH8|TBA3D_HUMAN;sp|P68363|TBA1B_HUMAN;sp|Q6PEY2|TBA3E_HUMAN;sp|Q71U36|TBA1A_HUMAN;sp|Q9BQE3|TBA1C_HUMAN,3,3
sp|P0DPK2|H3Y1_HUMAN;sp|P0DPK5|H3Y2_HUMAN,1,5
sp|P10412|H14_HUMAN;sp|P16402|H13_HUMAN;sp|P16403|H12_HUMAN,2,5
sp|P10599|THIO_HUMAN,1,1
sp|P10606|COX5B_HUMAN,1,1
sp|P10809|CH60_HUMAN,6,7
sp|P11021|BIP_HUMAN,10,13
sp|P11021|BIP_HUMAN;sp|P11142|HSP7C_HUMAN;sp|P34931|HS71L_HUMAN;sp|P54652|HSP72_HUMAN,2,4
sp|P11137|MTAP2_HUMAN,1,1
sp|P11142|HSP7C_HUMAN,9,15
sp|P11142|HSP7C_HUMAN;sp|P17066|HSP76_HUMAN;sp|P54652|HSP72_HUMAN,1,1
sp|P11142|HSP7C_HUMAN;sp|P54652|HSP72_HUMAN,2,2
sp|P11413|G6PD_HUMAN,1,1
sp|P11586|C1TC_HUMAN,2,2
sp|P11940|PABP1_HUMAN;sp|Q13310|PABP4_HUMAN,1,1
sp|P11940|PABP1_HUMAN;sp|Q9H361|PABP3_HUMAN,1,1
sp|P12004|PCNA_HUMAN,3,3
sp|P12268|IMDH2_HUMAN,1,1
sp|P12429|ANXA3_HUMAN,1,1
sp|P12956|XRCC6_HUMAN,4,4
sp|P13010|XRCC5_HUMAN,2,2
sp|P13073|COX41_HUMAN,3,3
sp|P13639|EF2_HUMAN,10,10
sp|P13796|PLSL_HUMAN;sp|P13797|PLST_HUMAN,1,1
sp|P13929|ENOB_HUMAN,2,2
sp|P13987|CD59_HUMAN,1,1
sp|P14314|GLU2B_HUMAN,1,1
sp|P14324|FPPS_HUMAN,2,2
sp|P14618|KPYM_HUMAN,10,18
sp|P14618|KPYM_HUMAN;sp|P30613|KPYR_HUMAN,1,1
sp|P14625|ENPL_HUMAN,3,3
sp|P14866|HNRPL_HUMAN,2,2
sp|P15531|NDKA_HUMAN;sp|P22392|NDKB_HUMAN,3,3
sp|P15880|RS2_HUMAN,3,3
sp|P16401|H15_HUMAN,1,1
sp|P16989|YBOX3_HUMAN;sp|P67809|YBOX1_HUMAN;sp|Q9Y2T7|YBOX2_HUMAN,2,2
sp|P17844|DDX5_HUMAN;sp|Q92841|DDX17_HUMAN,1,1
sp|P17931|LEG3_HUMAN,1,1
sp|P17987|TCPA_HUMAN,2,2
sp|P18077|RL35A_HUMAN,1,1
sp|P18085|ARF4_HUMAN;sp|P61204|ARF3_HUMAN;sp|P84077|ARF1_HUMAN;sp|P84085|ARF5_HUMAN,1,1
sp|P18124|RL7_HUMAN,4,4
sp|P18206|VINC_HUMAN,1,1
sp|P18669|PGAM1_HUMAN,1,1
sp|P18754|RCC1_HUMAN,1,1
sp|P19338|NUCL_HUMAN,6,7
sp|P19823|ITIH2_HUMAN,3,3
sp|P20290|BTF3_HUMAN,1,1
sp|P21333|FLNA_HUMAN,9,9
sp|P21333|FLNA_HUMAN;sp|Q14315|FLNC_HUMAN,1,1
sp|P21796|VDAC1_HUMAN,2,3
sp|P22090|RS4Y1_HUMAN;sp|P62701|RS4X_HUMAN,1,1
sp|P22090|RS4Y1_HUMAN;sp|P62701|RS4X_HUMAN;sp|Q8TD47|RS4Y2_HUMAN,1,1
sp|P22234|PUR6_HUMAN,1,1
sp|P22314|UBA1_HUMAN,4,4
sp|P22626|ROA2_HUMAN,6,7
sp|P23246|SFPQ_HUMAN,3,3
sp|P23284|PPIB_HUMAN,2,2
sp|P23396|RS3_HUMAN,7,10
sp|P23526|SAHH_HUMAN,3,3
sp|P23528|COF1_HUMAN,2,2
sp|P23528|COF1_HUMAN;sp|Q9Y281|COF2_HUMAN,1,2
sp|P23588|IF4B_HUMAN,1,1
sp|P25398|RS12_HUMAN,1,1
sp|P25705|ATPA_HUMAN,4,5
sp|P25786|PSA1_HUMAN,1,1
sp|P25787|PSA2_HUMAN,1,1
sp|P25815|S100P_HUMAN,1,1
sp|P26038|MOES_HUMAN,2,3
sp|P26373|RL13_HUMAN,2,2
sp|P26447|S10A4_HUMAN,2,3
sp|P26599|PTBP1_HUMAN,3,4
sp|P26641|EF1G_HUMAN,2,2
sp|P27348|1433T_HUMAN,1,1
sp|P27348|1433T_HUMAN;sp|P31946|1433B_HUMAN;sp|P31947|1433S_HUMAN;sp|P61981|1433G_HUMAN;sp|P62258|1433E_HUMAN;sp|P63104|1433Z_HUMAN;sp|Q04917|1433F_HUMAN,2,3
sp|P27824|CALX_HUMAN,1,1
sp|P28066|PSA5_HUMAN,1,1
sp|P28074|PSB5_HUMAN,1,1
sp|P29401|TKT_HUMAN,5,6
sp|P29692|EF1D_HUMAN,4,5
sp|P30041|PRDX6_HUMAN,4,5
sp|P30044|PRDX5_HUMAN,3,4
sp|P30048|PRDX3_HUMAN,1,2
sp|P30050|RL12_HUMAN,4,4
sp|P30086|PEBP1_HUMAN,1,1
sp|P30101|PDIA3_HUMAN,5,5
sp|P31153|METK2_HUMAN,2,3
sp|P31327|CPSM_HUMAN,7,7
sp|P31939|PUR9_HUMAN,1,1
sp|P31943|HNRH1_HUMAN,1,1
sp|P31943|HNRH1_HUMAN;sp|P52597|HNRPF_HUMAN;sp|P55795|HNRH2_HUMAN,2,2
sp|P31948|STIP1_HUMAN,1,1
sp|P32119|PRDX2_HUMAN;sp|Q06830|PRDX1_HUMAN,1,1
sp|P32969|RL9_HUMAN,2,2
sp|P34897|GLYM_HUMAN,2,2
sp|P35232|PHB1_HUMAN,1,1
sp|P35268|RL22_HUMAN,2,2
sp|P35613|BASI_HUMAN,1,2
sp|P35637|FUS_HUMAN;sp|Q92804|RBP56_HUMAN,1,1
sp|P36542|ATPG_HUMAN,1,1
sp|P36952|SPB5_HUMAN,3,3
sp|P37108|SRP14_HUMAN,1,1
sp|P37802|TAGL2_HUMAN,1,1
sp|P37837|TALDO_HUMAN,1,1
sp|P38117|ETFB_HUMAN,1,1
sp|P38159|RBMX_HUMAN,1,1
sp|P38646|GRP75_HUMAN,4,4
sp|P38919|IF4A3_HUMAN,1,1
sp|P39023|RL3_HUMAN,1,1
sp|P39687|AN32A_HUMAN,1,1
sp|P39748|FEN1_HUMAN,1,1
sp|P40123|CAP2_HUMAN;sp|Q01518|CAP1_HUMAN,1,1
sp|P40429|RL13A_HUMAN;sp|Q6NVV1|R13P3_HUMAN,1,1
sp|P40926|MDHM_HUMAN,2,2
sp|P41091|IF2G_HUMAN,1,1
sp|P43243|MATR3_HUMAN,1,1
sp|P43487|RANG_HUMAN,1,1
sp|P45880|VDAC2_HUMAN,3,3
sp|P46776|RL27A_HUMAN,2,2
sp|P46777|RL5_HUMAN,1,1
sp|P46781|RS9_HUMAN,2,2
sp|P46783|RS10_HUMAN,1,1
sp|P46783|RS10_HUMAN;sp|Q9NQ39|RS10L_HUMAN,1,1
sp|P47712|PA24A_HUMAN,1,1
sp|P48047|ATPO_HUMAN,2,2
sp|P48643|TCPE_HUMAN,1,1
sp|P49327|FAS_HUMAN,1,1
sp|P49411|EFTU_HUMAN,2,2
sp|P49588|SYAC_HUMAN,2,2
sp|P49748|ACADV_HUMAN,1,1
sp|P49755|TMEDA_HUMAN,1,1
sp|P50914|RL14_HUMAN,1,1
sp|P50990|TCPQ_HUMAN,5,5
sp|P50991|TCPD_HUMAN,2,2
sp|P51149|RAB7A_HUMAN,1,1
sp|P51858|HDGF_HUMAN,1,1
sp|P52272|HNRPM_HUMAN,2,2
sp|P53985|MOT1_HUMAN,1,1
sp|P53999|TCP4_HUMAN,1,1
sp|P55060|XPO2_HUMAN,1,1
sp|P55072|TERA_HUMAN,1,1
sp|P56385|ATP5I_HUMAN,1,1
sp|P60174|TPIS_HUMAN,3,3
sp|P60660|MYL6_HUMAN,2,2
sp|P60709|ACTB_HUMAN;sp|P62736|ACTA_HUMAN;sp|P63261|ACTG_HUMAN;sp|P63267|ACTH_HUMAN;sp|P68032|ACTC_HUMAN;sp|P68133|ACTS_HUMAN;sp|Q562R1|ACTBL_HUMAN,1,2
sp|P60709|ACTB_HUMAN;sp|P63261|ACTG_HUMAN,5,11
sp|P60709|ACTB_HUMAN;sp|P63261|ACTG_HUMAN;sp|Q6S8J3|POTEE_HUMAN,1,3
sp|P60842|IF4A1_HUMAN,4,5
sp|P60842|IF4A1_HUMAN;sp|Q14240|IF4A2_HUMAN,2,2
sp|P60866|RS20_HUMAN,2,3
sp|P60903|S10AA_HUMAN,1,2
sp|P61224|RAP1B_HUMAN;sp|P62834|RAP1A_HUMAN,1,1
sp|P61247|RS3A_HUMAN,4,5
sp|P61254|RL26_HUMAN;sp|Q9UNX3|RL26L_HUMAN,1,1
sp|P61353|RL27_HUMAN,2,2
sp|P61978|HNRPK_HUMAN,3,6
sp|P61981|1433G_HUMAN,1,1
sp|P62241|RS8_HUMAN,3,6
sp|P62244|RS15A_HUMAN,1,1
sp|P62249|RS16_HUMAN,1,1
sp|P62258|1433E_HUMAN,3,3
sp|P62263|RS14_HUMAN,3,4
sp|P62277|RS13_HUMAN,2,2
sp|P62280|RS11_HUMAN,2,2
sp|P62304|RUXE_HUMAN,1,1
sp|P62316|SMD2_HUMAN,1,1
sp|P62318|SMD3_HUMAN,1,1
sp|P62424|RL7A_HUMAN,1,1
sp|P62701|RS4X_HUMAN;sp|Q8TD47|RS4Y2_HUMAN,1,1
sp|P62736|ACTA_HUMAN;sp|P63267|ACTH_HUMAN;sp|P68032|ACTC_HUMAN,1,1
sp|P62750|RL23A_HUMAN,2,3
sp|P62753|RS6_HUMAN,2,3
sp|P62805|H4_HUMAN,6,16
sp|P62826|RAN_HUMAN,1,1
sp|P62851|RS25_HUMAN,3,3
sp|P62861|RS30_HUMAN,1,1
sp|P62888|RL30_HUMAN,1,1
sp|P62906|RL10A_HUMAN,1,1
sp|P62913|RL11_HUMAN,3,3
sp|P62937|PPIA_HUMAN,4,7
sp|P62937|PPIA_HUMAN;sp|Q9Y536|PAL4A_HUMAN,1,2
sp|P62979|RS27A_HUMAN,1,1
sp|P63104|1433Z_HUMAN,2,3
sp|P63220|RS21_HUMAN,2,2
sp|P63241|IF5A1_HUMAN,1,1
sp|P63241|IF5A1_HUMAN;sp|Q6IS14|IF5AL_HUMAN;sp|Q9GZV4|IF5A2_HUMAN,2,3
sp|P63244|RACK1_HUMAN,1,1
sp|P67809|YBOX1_HUMAN,1,1
sp|P67936|TPM4_HUMAN,1,1
sp|P68104|EF1A1_HUMAN;sp|Q05639|EF1A2_HUMAN;sp|Q5VTE0|EF1A3_HUMAN,4,9
sp|P68104|EF1A1_HUMAN;sp|Q5VTE0|EF1A3_HUMAN,5,8
sp|P68363|TBA1B_HUMAN;sp|Q71U36|TBA1A_HUMAN;sp|Q9BQE3|TBA1C_HUMAN,3,3
sp|P68371|TBB4B_HUMAN,1,1
sp|P68431|H31_HUMAN;sp|P84243|H33_HUMAN;sp|Q16695|H31T_HUMAN;sp|Q5TEC6|H37_HUMAN;sp|Q6NXT2|H3C_HUMAN;sp|Q71DI3|H32_HUMAN,1,27
sp|P69905|HBA_HUMAN,3,4
sp|P78371|TCPB_HUMAN,2,2
sp|P78386|KRT85_HUMAN,1,2
sp|P78417|GSTO1_HUMAN,1,1
sp|P78527|PRKDC_HUMAN,6,6
sp|P81605|DCD_HUMAN,2,2
sp|Q00325|S25A3_HUMAN,1,1
sp|Q00610|CLH1_HUMAN,6,6
sp|Q00839|HNRPU_HUMAN,5,6
sp|Q01105|SET_HUMAN,1,2
sp|Q01130|SRSF2_HUMAN;sp|Q9BRL6|SRSF8_HUMAN,1,1
sp|Q02543|RL18A_HUMAN,2,2
sp|Q02790|FKBP4_HUMAN,1,2
sp|Q02878|RL6_HUMAN,1,1
sp|Q04695|K1C17_HUMAN,5,9
sp|Q06830|PRDX1_HUMAN,3,4
sp|Q06830|PRDX1_HUMAN;sp|Q13162|PRDX4_HUMAN,1,1
sp|Q07020|RL18_HUMAN,3,4
sp|Q07021|C1QBP_HUMAN,1,1
sp|Q07955|SRSF1_HUMAN,4,4
sp|Q08170|SRSF4_HUMAN;sp|Q13243|SRSF5_HUMAN;sp|Q13247|SRSF6_HUMAN,1,1
sp|Q08211|DHX9_HUMAN,1,2
sp|Q09028|RBBP4_HUMAN;sp|Q16576|RBBP7_HUMAN,1,1
sp|Q09666|AHNK_HUMAN,3,3
sp|Q12905|ILF2_HUMAN,1,1
sp|Q12906|ILF3_HUMAN,3,3
sp|Q12931|TRAP1_HUMAN,1,1
sp|Q13162|PRDX4_HUMAN,1,1
sp|Q13404|UB2V1_HUMAN;sp|Q15819|UB2V2_HUMAN,1,1
sp|Q13442|HAP28_HUMAN,1,1
sp|Q13838|DX39B_HUMAN,1,1
sp|Q14103|HNRPD_HUMAN,2,2
sp|Q14697|GANAB_HUMAN,3,3
sp|Q14974|IMB1_HUMAN,1,1
