protein_group,precursor_num,scan_num
sp|A5A3E0|POTEF_HUMAN;sp|P0CG38|POTEI_HUMAN;sp|P0CG39|POTEJ_HUMAN;sp|P60709|ACTB_HUMAN;sp|P63261|ACTG_HUMAN;sp|P68032|ACTC_HUMAN;sp|P68133|ACTS_HUMAN;sp|Q6S8J3|POTEE_HUMAN;sp|Q9BYX7|ACTBM_HUMAN,2,5
sp|A5A3E0|POTEF_HUMAN;sp|P0CG38|POTEI_HUMAN;sp|P0CG39|POTEJ_HUMAN;sp|P60709|ACTB_HUMAN;sp|P63261|ACTG_HUMAN;sp|Q6S8J3|POTEE_HUMAN;sp|Q9BYX7|ACTBM_HUMAN,4,5
sp|A5A3E0|POTEF_HUMAN;sp|P0CG38|POTEI_HUMAN;sp|P60709|ACTB_HUMAN;sp|P62736|ACTA_HUMAN;sp|P63261|ACTG_HUMAN;sp|P63267|ACTH_HUMAN;sp|P68032|ACTC_HUMAN;sp|P68133|ACTS_HUMAN;sp|Q6S8J3|POTEE_HUMAN,2,4
sp|A5A3E0|POTEF_HUMAN;sp|P60709|ACTB_HUMAN;sp|P62736|ACTA_HUMAN;sp|P63261|ACTG_HUMAN;sp|P63267|ACTH_HUMAN;sp|P68032|ACTC_HUMAN;sp|P68133|ACTS_HUMAN;sp|Q562R1|ACTBL_HUMAN;sp|Q6S8J3|POTEE_HUMAN;sp|Q9BYX7|ACTBM_HUMAN,2,3
sp|A6NEC2|PSAL_HUMAN;sp|P55786|PSA_HUMAN,6,6
sp|A6NHG4|DDTL_HUMAN;sp|P30046|DOPD_HUMAN,2,2
sp|A6NHL2|TBAL3_HUMAN;sp|P0DPH7|TBA3C_HUMAN;sp|P0DPH8|TBA3D_HUMAN;sp|P68363|TBA1B_HUMAN;sp|P68366|TBA4A_HUMAN;sp|Q6PEY2|TBA3E_HUMAN;sp|Q71U36|TBA1A_HUMAN;sp|Q9BQE3|TBA1C_HUMAN;sp|Q9NY65|TBA8_HUMAN,1,2
sp|A6NHL2|TBAL3_HUMAN;sp|P0DPH7|TBA3C_HUMAN;sp|P0DPH8|TBA3D_HUMAN;sp|P68363|TBA1B_HUMAN;sp|P68366|TBA4A_HUMAN;sp|Q71U36|TBA1A_HUMAN;sp|Q9BQE3|TBA1C_HUMAN;sp|Q9NY65|TBA8_HUMAN,2,2
sp|A6NHQ2|FBLL1_HUMAN;sp|P22087|FBRL_HUMAN,1,1
sp|A6NIZ1|RP1BL_HUMAN;sp|P61224|RAP1B_HUMAN;sp|P62834|RAP1A_HUMAN,2,2
sp|A6NMY6|AXA2L_HUMAN;sp|P07355|ANXA2_HUMAN,20,24
sp|A6NNZ2|TBB8B_HUMAN;sp|P04350|TBB4A_HUMAN;sp|P07437|TBB5_HUMAN;sp|P68371|TBB4B_HUMAN;sp|Q13509|TBB3_HUMAN;sp|Q13885|TBB2A_HUMAN;sp|Q3ZCM7|TBB8_HUMAN;sp|Q9BUF5|TBB6_HUMAN;sp|Q9BVA1|TBB2B_HUMAN;sp|Q9H4B7|TBB1_HUMAN,3,11
sp|A6NNZ2|TBB8B_HUMAN;sp|P04350|TBB4A_HUMAN;sp|P07437|TBB5_HUMAN;sp|P68371|TBB4B_HUMAN;sp|Q13885|TBB2A_HUMAN;sp|Q3ZCM7|TBB8_HUMAN;sp|Q9BUF5|TBB6_HUMAN;sp|Q9BVA1|TBB2B_HUMAN,2,3
sp|A6NNZ2|TBB8B_HUMAN;sp|P07437|TBB5_HUMAN;sp|P68371|TBB4B_HUMAN;sp|Q13885|TBB2A_HUMAN;sp|Q3ZCM7|TBB8_HUMAN;sp|Q9BVA1|TBB2B_HUMAN;sp|Q9H4B7|TBB1_HUMAN,1,1
sp|A8MTJ3|GNAT3_HUMAN;sp|P04899|GNAI2_HUMAN;sp|P08754|GNAI3_HUMAN;sp|P11488|GNAT1_HUMAN;sp|P19087|GNAT2_HUMAN;sp|P63096|GNAI1_HUMAN,1,1
sp|B2RPK0|HGB1A_HUMAN;sp|P09429|HMGB1_HUMAN,5,5
sp|B2RXH8|HNRC2_HUMAN;sp|B7ZW38|HNRC3_HUMAN;sp|O60812|HNRC1_HUMAN;sp|P07910|HNRPC_HUMAN;sp|P0DMR1|HNRC4_HUMAN,7,7
sp|B5ME19|EIFCL_HUMAN;sp|Q99613|EIF3C_HUMAN,1,1
sp|C9JRZ8|AK1BF_HUMAN;sp|P15121|ALDR_HUMAN,1,1
sp|E9PAV3|NACAM_HUMAN;sp|Q13765|NACA_HUMAN,3,5
sp|E9PAV3|NACAM_HUMAN;sp|Q13765|NACA_HUMAN;sp|Q9BZK3|NACP4_HUMAN,2,2
sp|G2XKQ0|SUMO5_HUMAN;sp|P63165|SUMO1_HUMAN,1,1
sp|O00148|DX39A_HUMAN;sp|Q13838|DX39B_HUMAN,9,11
sp|O00154|BACH_HUMAN,1,1
sp|O00159|MYO1C_HUMAN,1,1
sp|O00231|PSD11_HUMAN,4,4
sp|O00232|PSD12_HUMAN,1,1
sp|O00244|ATOX1_HUMAN,1,1
sp|O00299|CLIC1_HUMAN,6,6
sp|O00303|EIF3F_HUMAN,3,3
sp|O00410|IPO5_HUMAN,2,2
sp|O00505|IMA4_HUMAN;sp|O00629|IMA3_HUMAN,1,1
sp|O00567|NOP56_HUMAN,1,1
sp|O00571|DDX3X_HUMAN,5,5
sp|O00571|DDX3X_HUMAN;sp|O15523|DDX3Y_HUMAN,9,9
sp|O00571|DDX3X_HUMAN;sp|O15523|DDX3Y_HUMAN;sp|P17844|DDX5_HUMAN;sp|Q92841|DDX17_HUMAN,1,1
sp|O00571|DDX3X_HUMAN;sp|O15523|DDX3Y_HUMAN;sp|Q9NQI0|DDX4_HUMAN,1,1
sp|O00592|PODXL_HUMAN,4,4
sp|O00764|PDXK_HUMAN,2,2
sp|O14556|G3PT_HUMAN;sp|P04406|G3P_HUMAN,1,2
sp|O14602|IF1AY_HUMAN;sp|P47813|IF1AX_HUMAN,3,3
sp|O14684|PTGES_HUMAN,2,3
sp|O14737|PDCD5_HUMAN,2,2
sp|O14745|NHRF1_HUMAN,6,6
sp|O14818|PSA7_HUMAN,3,3
sp|O14818|PSA7_HUMAN;sp|Q8TAA3|PSMA8_HUMAN,4,4
sp|O14828|SCAM3_HUMAN,1,1
sp|O14880|MGST3_HUMAN,1,1
sp|O14929|HAT1_HUMAN,1,1
sp|O14950|ML12B_HUMAN;sp|P19105|ML12A_HUMAN,3,3
sp|O14950|ML12B_HUMAN;sp|P19105|ML12A_HUMAN;sp|P24844|MYL9_HUMAN,2,3
sp|O14979|HNRDL_HUMAN,3,3
sp|O14979|HNRDL_HUMAN;sp|Q14103|HNRPD_HUMAN,1,1
sp|O14980|XPO1_HUMAN,2,2
sp|O15067|PUR4_HUMAN,2,2
sp|O15078|CE290_HUMAN,1,1
sp|O15143|ARC1B_HUMAN,3,3
sp|O15144|ARPC2_HUMAN,6,6
sp|O15145|ARPC3_HUMAN,1,1
sp|O15173|PGRC2_HUMAN,2,2
sp|O15347|HMGB3_HUMAN,2,2
sp|O15371|EIF3D_HUMAN,1,1
sp|O15372|EIF3H_HUMAN,2,2
sp|O15427|MOT4_HUMAN,2,2
sp|O43143|DHX15_HUMAN,4,4
sp|O43150|ASAP2_HUMAN,1,1
sp|O43169|CYB5B_HUMAN,1,1
sp|O43175|SERA_HUMAN,8,8
sp|O43242|PSMD3_HUMAN,3,3
sp|O43390|HNRPR_HUMAN,8,8
sp|O43390|HNRPR_HUMAN;sp|O60506|HNRPQ_HUMAN,4,4
sp|O43399|TPD54_HUMAN,4,4
sp|O43423|AN32C_HUMAN;sp|P39687|AN32A_HUMAN,1,1
sp|O43670|ZN207_HUMAN,2,2
sp|O43684|BUB3_HUMAN,1,1
sp|O43707|ACTN4_HUMAN,34,42
sp|O43707|ACTN4_HUMAN;sp|P12814|ACTN1_HUMAN,6,6
sp|O43707|ACTN4_HUMAN;sp|P12814|ACTN1_HUMAN;sp|P35609|ACTN2_HUMAN,4,5
sp|O43707|ACTN4_HUMAN;sp|P12814|ACTN1_HUMAN;sp|P35609|ACTN2_HUMAN;sp|Q08043|ACTN3_HUMAN,3,3
sp|O43707|ACTN4_HUMAN;sp|P12814|ACTN1_HUMAN;sp|Q08043|ACTN3_HUMAN,1,1
sp|O43707|ACTN4_HUMAN;sp|Q9H254|SPTN4_HUMAN,1,1
sp|O43776|SYNC_HUMAN,2,2
sp|O43790|KRT86_HUMAN;sp|O95678|K2C75_HUMAN;sp|P02538|K2C6A_HUMAN;sp|P04259|K2C6B_HUMAN;sp|P05787|K2C8_HUMAN;sp|P08670|VIME_HUMAN;sp|P08729|K2C7_HUMAN;sp|P12035|K2C3_HUMAN;sp|P13647|K2C5_HUMAN;sp|P14136|GFAP_HUMAN;sp|P48668|K2C6C_HUMAN;sp|P78385|KRT83_HUMAN;sp|P78386|KRT85_HUMAN;sp|Q01546|K22O_HUMAN;sp|Q14533|KRT81_HUMAN;sp|Q5XKE5|K2C79_HUMAN;sp|Q8N1N4|K2C78_HUMAN;sp|Q9NSB2|KRT84_HUMAN,1,1
sp|O43809|CPSF5_HUMAN,2,2
sp|O43852|CALU_HUMAN,5,6
sp|O60234|GMFG_HUMAN;sp|P60983|GMFB_HUMAN,1,1
sp|O60361|NDK8_HUMAN;sp|P15531|NDKA_HUMAN;sp|P22392|NDKB_HUMAN,2,4
sp|O60361|NDK8_HUMAN;sp|P22392|NDKB_HUMAN,4,4
sp|O60506|HNRPQ_HUMAN,8,8
sp|O60637|TSN3_HUMAN,1,1
sp|O60701|UGDH_HUMAN,1,1
sp|O60739|EIF1B_HUMAN;sp|P41567|EIF1_HUMAN,1,1
sp|O60814|H2B1K_HUMAN;sp|P06899|H2B1J_HUMAN;sp|P23527|H2B1O_HUMAN;sp|P33778|H2B1B_HUMAN;sp|P57053|H2BFS_HUMAN;sp|P58876|H2B1D_HUMAN;sp|P62807|H2B1C_HUMAN;sp|Q16778|H2B2E_HUMAN;sp|Q5QNW6|H2B2F_HUMAN;sp|Q6DN03|H2B2C_HUMAN;sp|Q6DRA6|H2B2D_HUMAN;sp|Q8N257|H2B3B_HUMAN;sp|Q93079|H2B1H_HUMAN;sp|Q99877|H2B1N_HUMAN;sp|Q99879|H2B1M_HUMAN;sp|Q99880|H2B1L_HUMAN,1,1
sp|O60814|H2B1K_HUMAN;sp|P06899|H2B1J_HUMAN;sp|P23527|H2B1O_HUMAN;sp|P33778|H2B1B_HUMAN;sp|P57053|H2BFS_HUMAN;sp|P58876|H2B1D_HUMAN;sp|P62807|H2B1C_HUMAN;sp|Q16778|H2B2E_HUMAN;sp|Q5QNW6|H2B2F_HUMAN;sp|Q8N257|H2B3B_HUMAN;sp|Q93079|H2B1H_HUMAN;sp|Q96A08|H2B1A_HUMAN;sp|Q99877|H2B1N_HUMAN;sp|Q99879|H2B1M_HUMAN;sp|Q99880|H2B1L_HUMAN,2,2
sp|O60814|H2B1K_HUMAN;sp|P06899|H2B1J_HUMAN;sp|P23527|H2B1O_HUMAN;sp|P33778|H2B1B_HUMAN;sp|P57053|H2BFS_HUMAN;sp|P58876|H2B1D_HUMAN;sp|P62807|H2B1C_HUMAN;sp|Q16778|H2B2E_HUMAN;sp|Q5QNW6|H2B2F_HUMAN;sp|Q8N257|H2B3B_HUMAN;sp|Q93079|H2B1H_HUMAN;sp|Q99877|H2B1N_HUMAN;sp|Q99879|H2B1M_HUMAN;sp|Q99880|H2B1L_HUMAN,1,4
sp|O60814|H2B1K_HUMAN;sp|P06899|H2B1J_HUMAN;sp|P23527|H2B1O_HUMAN;sp|P33778|H2B1B_HUMAN;sp|P57053|H2BFS_HUMAN;sp|P58876|H2B1D_HUMAN;sp|P62807|H2B1C_HUMAN;sp|Q16778|H2B2E_HUMAN;sp|Q5QNW6|H2B2F_HUMAN;sp|Q93079|H2B1H_HUMAN;sp|Q96A08|H2B1A_HUMAN;sp|Q99877|H2B1N_HUMAN;sp|Q99879|H2B1M_HUMAN;sp|Q99880|H2B1L_HUMAN,1,1
sp|O60814|H2B1K_HUMAN;sp|P06899|H2B1J_HUMAN;sp|P23527|H2B1O_HUMAN;sp|P33778|H2B1B_HUMAN;sp|P58876|H2B1D_HUMAN;sp|P62807|H2B1C_HUMAN;sp|Q16778|H2B2E_HUMAN;sp|Q5QNW6|H2B2F_HUMAN;sp|Q6DN03|H2B2C_HUMAN;sp|Q6DRA6|H2B2D_HUMAN;sp|Q8N257|H2B3B_HUMAN;sp|Q93079|H2B1H_HUMAN;sp|Q99877|H2B1N_HUMAN;sp|Q99879|H2B1M_HUMAN;sp|Q99880|H2B1L_HUMAN,1,1
sp|O60814|H2B1K_HUMAN;sp|P57053|H2BFS_HUMAN;sp|P58876|H2B1D_HUMAN;sp|P62807|H2B1C_HUMAN;sp|Q5QNW6|H2B2F_HUMAN;sp|Q93079|H2B1H_HUMAN;sp|Q99877|H2B1N_HUMAN;sp|Q99879|H2B1M_HUMAN;sp|Q99880|H2B1L_HUMAN,3,3
sp|O60841|IF2P_HUMAN,3,3
sp|O60869|EDF1_HUMAN,2,2
sp|O75083|WDR1_HUMAN,19,20
sp|O75223|GGCT_HUMAN,1,1
sp|O75340|PDCD6_HUMAN,1,1
sp|O75347|TBCA_HUMAN,6,6
sp|O75367|H2AY_HUMAN,8,8
sp|O75367|H2AY_HUMAN;sp|Q9P0M6|H2AW_HUMAN,2,2
sp|O75368|SH3L1_HUMAN,2,2
sp|O75369|FLNB_HUMAN,86,91
sp|O75369|FLNB_HUMAN;sp|P21333|FLNA_HUMAN,1,1
sp|O75369|FLNB_HUMAN;sp|P21333|FLNA_HUMAN;sp|Q14315|FLNC_HUMAN,9,9
sp|O75369|FLNB_HUMAN;sp|Q14315|FLNC_HUMAN,2,2
sp|O75390|CISY_HUMAN,6,6
sp|O75396|SC22B_HUMAN,5,5
sp|O75475|PSIP1_HUMAN,2,2
sp|O75525|KHDR3_HUMAN;sp|Q07666|KHDR1_HUMAN;sp|Q5VWX1|KHDR2_HUMAN,1,1
sp|O75526|RMXL2_HUMAN;sp|P38159|RBMX_HUMAN,1,1
sp|O75526|RMXL2_HUMAN;sp|P38159|RBMX_HUMAN;sp|Q8N7X1|RMXL3_HUMAN;sp|Q96E39|RMXL1_HUMAN,1,1
sp|O75531|BAF_HUMAN,1,1
sp|O75533|SF3B1_HUMAN,1,1
sp|O75643|U520_HUMAN,3,3
sp|O75665|OFD1_HUMAN,1,1
sp|O75746|S2512_HUMAN;sp|Q9UJS0|S2513_HUMAN,1,1
sp|O75821|EIF3G_HUMAN,1,1
sp|O75822|EIF3J_HUMAN,3,3
sp|O75828|CBR3_HUMAN,1,1
sp|O75828|CBR3_HUMAN;sp|P16152|CBR1_HUMAN,1,1
sp|O75844|FACE1_HUMAN,2,2
sp|O75874|IDHC_HUMAN,4,4
sp|O75923|DYSF_HUMAN;sp|Q9NZM1|MYOF_HUMAN,1,1
sp|O75937|DNJC8_HUMAN,1,1
sp|O75947|ATP5H_HUMAN,3,3
sp|O75964|ATP5L_HUMAN,3,3
sp|O76013|KRT36_HUMAN;sp|O76014|KRT37_HUMAN;sp|O76015|KRT38_HUMAN;sp|P02533|K1C14_HUMAN;sp|P05783|K1C18_HUMAN;sp|P08727|K1C19_HUMAN;sp|P08779|K1C16_HUMAN;sp|P13645|K1C10_HUMAN;sp|P13646|K1C13_HUMAN;sp|P19012|K1C15_HUMAN;sp|Q04695|K1C17_HUMAN;sp|Q14525|KT33B_HUMAN;sp|Q14532|K1H2_HUMAN;sp|Q15323|K1H1_HUMAN;sp|Q2M2I5|K1C24_HUMAN;sp|Q7Z3Y7|K1C28_HUMAN;sp|Q92764|KRT35_HUMAN,1,1
sp|O76021|RL1D1_HUMAN,4,4
sp|O76070|SYUG_HUMAN,2,2
sp|O94921|CDK14_HUMAN;sp|P06493|CDK1_HUMAN;sp|P11802|CDK4_HUMAN;sp|P24941|CDK2_HUMAN;sp|P50750|CDK9_HUMAN;sp|Q00526|CDK3_HUMAN;sp|Q00534|CDK6_HUMAN;sp|Q00535|CDK5_HUMAN;sp|Q00536|CDK16_HUMAN;sp|Q00537|CDK17_HUMAN;sp|Q07002|CDK18_HUMAN;sp|Q14004|CDK13_HUMAN;sp|Q96Q40|CDK15_HUMAN;sp|Q9NYV4|CDK12_HUMAN,1,1
sp|O94925|GLSK_HUMAN,4,4
sp|O95197|RTN3_HUMAN,1,1
sp|O95292|VAPB_HUMAN,1,1
sp|O95336|6PGL_HUMAN,1,1
sp|O95372|LYPA2_HUMAN,1,1
sp|O95373|IPO7_HUMAN,2,2
sp|O95678|K2C75_HUMAN;sp|P02538|K2C6A_HUMAN;sp|P04259|K2C6B_HUMAN;sp|P04264|K2C1_HUMAN;sp|P05787|K2C8_HUMAN;sp|P12035|K2C3_HUMAN;sp|P13647|K2C5_HUMAN;sp|P35908|K22E_HUMAN;sp|P48668|K2C6C_HUMAN;sp|Q01546|K22O_HUMAN;sp|Q7Z794|K2C1B_HUMAN,1,1
sp|O95678|K2C75_HUMAN;sp|P02538|K2C6A_HUMAN;sp|P04259|K2C6B_HUMAN;sp|P05787|K2C8_HUMAN;sp|P08729|K2C7_HUMAN;sp|P12035|K2C3_HUMAN;sp|P13647|K2C5_HUMAN;sp|P19013|K2C4_HUMAN;sp|P35908|K22E_HUMAN;sp|P48668|K2C6C_HUMAN;sp|Q01546|K22O_HUMAN;sp|Q14CN4|K2C72_HUMAN;sp|Q3SY84|K2C71_HUMAN;sp|Q5XKE5|K2C79_HUMAN;sp|Q7RTS7|K2C74_HUMAN;sp|Q7Z794|K2C1B_HUMAN;sp|Q86Y46|K2C73_HUMAN;sp|Q9NSB2|KRT84_HUMAN,1,1
sp|O95678|K2C75_HUMAN;sp|P05787|K2C8_HUMAN,1,1
sp|O95757|HS74L_HUMAN;sp|Q92598|HS105_HUMAN,1,1
sp|O95758|PTBP3_HUMAN;sp|P26599|PTBP1_HUMAN,3,3
sp|O95793|STAU1_HUMAN;sp|Q9NUL3|STAU2_HUMAN,1,1
sp|O95816|BAG2_HUMAN,4,4
sp|O95831|AIFM1_HUMAN,3,3
sp|P00338|LDHA_HUMAN,19,22
sp|P00367|DHE3_HUMAN;sp|P49448|DHE4_HUMAN,4,4
sp|P00387|NB5R3_HUMAN,4,4
sp|P00441|SODC_HUMAN,4,4
sp|P00491|PNPH_HUMAN,4,4
sp|P00492|HPRT_HUMAN,1,1
sp|P00505|AATM_HUMAN,7,7
sp|P00558|PGK1_HUMAN,17,23
sp|P00558|PGK1_HUMAN;sp|P07205|PGK2_HUMAN,6,9
sp|P00568|KAD1_HUMAN,3,3
sp|P01023|A2MG_HUMAN,3,4
sp|P01111|RASN_HUMAN;sp|P01112|RASH_HUMAN;sp|P01116|RASK_HUMAN,1,1
sp|P01889|HLAB_HUMAN,2,2
sp|P01889|HLAB_HUMAN;sp|P01893|HLAH_HUMAN;sp|P04439|HLAA_HUMAN;sp|P13747|HLAE_HUMAN;sp|P17693|HLAG_HUMAN,1,1
sp|P01889|HLAB_HUMAN;sp|P01893|HLAH_HUMAN;sp|P10321|HLAC_HUMAN;sp|P13747|HLAE_HUMAN,1,1
sp|P01889|HLAB_HUMAN;sp|P10321|HLAC_HUMAN,1,1
sp|P01893|HLAH_HUMAN;sp|P04439|HLAA_HUMAN;sp|P10321|HLAC_HUMAN,1,1
sp|P02533|K1C14_HUMAN;sp|P08727|K1C19_HUMAN;sp|P08779|K1C16_HUMAN;sp|P13646|K1C13_HUMAN;sp|P19012|K1C15_HUMAN;sp|P35900|K1C20_HUMAN;sp|Q04695|K1C17_HUMAN;sp|Q8N1A0|KT222_HUMAN,1,1
sp|P02533|K1C14_HUMAN;sp|P08727|K1C19_HUMAN;sp|P08779|K1C16_HUMAN;sp|P19012|K1C15_HUMAN;sp|Q04695|K1C17_HUMAN,3,3
sp|P02533|K1C14_HUMAN;sp|P08727|K1C19_HUMAN;sp|Q04695|K1C17_HUMAN,2,2
sp|P02533|K1C14_HUMAN;sp|P08779|K1C16_HUMAN;sp|P13646|K1C13_HUMAN;sp|P19012|K1C15_HUMAN;sp|P35900|K1C20_HUMAN;sp|Q04695|K1C17_HUMAN,2,2
sp|P02533|K1C14_HUMAN;sp|P08779|K1C16_HUMAN;sp|Q04695|K1C17_HUMAN,1,1
sp|P02533|K1C14_HUMAN;sp|Q04695|K1C17_HUMAN,6,8
sp|P02538|K2C6A_HUMAN;sp|P04259|K2C6B_HUMAN;sp|P04264|K2C1_HUMAN;sp|P05787|K2C8_HUMAN;sp|P13647|K2C5_HUMAN;sp|P48668|K2C6C_HUMAN,2,2
sp|P02538|K2C6A_HUMAN;sp|P04259|K2C6B_HUMAN;sp|P04264|K2C1_HUMAN;sp|P05787|K2C8_HUMAN;sp|P13647|K2C5_HUMAN;sp|P48668|K2C6C_HUMAN;sp|Q5XKE5|K2C79_HUMAN,2,2
sp|P02538|K2C6A_HUMAN;sp|P04259|K2C6B_HUMAN;sp|P05787|K2C8_HUMAN;sp|P48668|K2C6C_HUMAN,1,2
sp|P02545|LMNA_HUMAN,41,47
sp|P02768|ALBU_HUMAN,3,3
sp|P02786|TFR1_HUMAN,5,5
sp|P04075|ALDOA_HUMAN,20,24
sp|P04075|ALDOA_HUMAN;sp|P05062|ALDOB_HUMAN;sp|P09972|ALDOC_HUMAN,1,1
sp|P04075|ALDOA_HUMAN;sp|P09972|ALDOC_HUMAN,1,1
sp|P04080|CYTB_HUMAN,4,4
sp|P04083|ANXA1_HUMAN,15,17
sp|P04264|K2C1_HUMAN,3,3
sp|P04350|TBB4A_HUMAN;sp|P07437|TBB5_HUMAN;sp|P68371|TBB4B_HUMAN,1,1
sp|P04350|TBB4A_HUMAN;sp|P07437|TBB5_HUMAN;sp|P68371|TBB4B_HUMAN;sp|Q13509|TBB3_HUMAN,1,3
sp|P04350|TBB4A_HUMAN;sp|P07437|TBB5_HUMAN;sp|P68371|TBB4B_HUMAN;sp|Q13509|TBB3_HUMAN;sp|Q13885|TBB2A_HUMAN;sp|Q9BUF5|TBB6_HUMAN;sp|Q9BVA1|TBB2B_HUMAN,1,1
sp|P04350|TBB4A_HUMAN;sp|P07437|TBB5_HUMAN;sp|P68371|TBB4B_HUMAN;sp|Q13509|TBB3_HUMAN;sp|Q13885|TBB2A_HUMAN;sp|Q9BVA1|TBB2B_HUMAN,2,3
sp|P04350|TBB4A_HUMAN;sp|P07437|TBB5_HUMAN;sp|P68371|TBB4B_HUMAN;sp|Q13885|TBB2A_HUMAN;sp|Q9BVA1|TBB2B_HUMAN,1,1
sp|P04350|TBB4A_HUMAN;sp|P68371|TBB4B_HUMAN,2,2
sp|P04350|TBB4A_HUMAN;sp|P68371|TBB4B_HUMAN;sp|Q13509|TBB3_HUMAN,1,2
sp|P04350|TBB4A_HUMAN;sp|P68371|TBB4B_HUMAN;sp|Q3ZCM7|TBB8_HUMAN,1,1
sp|P04406|G3P_HUMAN,19,39
sp|P04439|HLAA_HUMAN,3,3
sp|P04632|CPNS1_HUMAN,2,2
sp|P04632|CPNS1_HUMAN;sp|Q96L46|CPNS2_HUMAN,1,1
sp|P04792|HSPB1_HUMAN,10,10
sp|P04843|RPN1_HUMAN,11,11
sp|P04844|RPN2_HUMAN,4,4
sp|P04899|GNAI2_HUMAN,1,1
sp|P04899|GNAI2_HUMAN;sp|P08754|GNAI3_HUMAN;sp|P09471|GNAO_HUMAN;sp|P63096|GNAI1_HUMAN,1,1
sp|P04908|H2A1B_HUMAN;sp|P0C0S5|H2AZ_HUMAN;sp|P0C0S8|H2A1_HUMAN;sp|P16104|H2AX_HUMAN;sp|P20671|H2A1D_HUMAN;sp|Q16777|H2A2C_HUMAN;sp|Q6FI13|H2A2A_HUMAN;sp|Q71UI9|H2AV_HUMAN;sp|Q7L7L0|H2A3_HUMAN;sp|Q8IUE6|H2A2B_HUMAN;sp|Q93077|H2A1C_HUMAN;sp|Q96KK5|H2A1H_HUMAN;sp|Q96QV6|H2A1A_HUMAN;sp|Q99878|H2A1J_HUMAN;sp|Q9BTM1|H2AJ_HUMAN,1,2
sp|P04908|H2A1B_HUMAN;sp|P0C0S5|H2AZ_HUMAN;sp|P0C0S8|H2A1_HUMAN;sp|P16104|H2AX_HUMAN;sp|P20671|H2A1D_HUMAN;sp|Q16777|H2A2C_HUMAN;sp|Q6FI13|H2A2A_HUMAN;sp|Q71UI9|H2AV_HUMAN;sp|Q7L7L0|H2A3_HUMAN;sp|Q93077|H2A1C_HUMAN;sp|Q96KK5|H2A1H_HUMAN;sp|Q96QV6|H2A1A_HUMAN;sp|Q99878|H2A1J_HUMAN;sp|Q9BTM1|H2AJ_HUMAN,1,2
sp|P04908|H2A1B_HUMAN;sp|P0C0S8|H2A1_HUMAN;sp|P16104|H2AX_HUMAN;sp|P20671|H2A1D_HUMAN;sp|Q16777|H2A2C_HUMAN;sp|Q6FI13|H2A2A_HUMAN;sp|Q7L7L0|H2A3_HUMAN;sp|Q8IUE6|H2A2B_HUMAN;sp|Q93077|H2A1C_HUMAN;sp|Q96KK5|H2A1H_HUMAN;sp|Q96QV6|H2A1A_HUMAN;sp|Q99878|H2A1J_HUMAN;sp|Q9BTM1|H2AJ_HUMAN,1,2
sp|P04908|H2A1B_HUMAN;sp|P0C0S8|H2A1_HUMAN;sp|P20671|H2A1D_HUMAN;sp|Q16777|H2A2C_HUMAN;sp|Q6FI13|H2A2A_HUMAN;sp|Q7L7L0|H2A3_HUMAN;sp|Q93077|H2A1C_HUMAN;sp|Q96KK5|H2A1H_HUMAN;sp|Q99878|H2A1J_HUMAN;sp|Q9BTM1|H2AJ_HUMAN,2,2
sp|P05023|AT1A1_HUMAN,7,7
sp|P05023|AT1A1_HUMAN;sp|P13637|AT1A3_HUMAN,1,1
