protein_group,sequence_count
sp|A0A0U1RRI6|CENL3_HUMAN,1
sp|A0A2R8Y4L2|RA1L3_HUMAN;sp|P09651|ROA1_HUMAN;sp|Q32P51|RA1L2_HUMAN,2
sp|A0A2R8Y619|H2BK1_HUMAN;sp|O60814|H2B1K_HUMAN;sp|P06899|H2B1J_HUMAN;sp|P23527|H2B1O_HUMAN;sp|P33778|H2B1B_HUMAN;sp|P57053|H2BFS_HUMAN;sp|P58876|H2B1D_HUMAN;sp|P62807|H2B1C_HUMAN;sp|Q16778|H2B2E_HUMAN;sp|Q5QNW6|H2B2F_HUMAN;sp|Q8N257|H2B3B_HUMAN;sp|Q93079|H2B1H_HUMAN;sp|Q96A08|H2B1A_HUMAN;sp|Q99877|H2B1N_HUMAN;sp|Q99879|H2B1M_HUMAN;sp|Q99880|H2B1L_HUMAN,1
sp|A0A8I5KQE6|RPSA2_HUMAN;sp|P08865|RSSA_HUMAN,3
sp|A5A3E0|POTEF_HUMAN;sp|P0CG38|POTEI_HUMAN;sp|P60709|ACTB_HUMAN;sp|P62736|ACTA_HUMAN;sp|P63261|ACTG_HUMAN;sp|P63267|ACTH_HUMAN;sp|P68032|ACTC_HUMAN;sp|P68133|ACTS_HUMAN;sp|Q6S8J3|POTEE_HUMAN,1
sp|A5A3E0|POTEF_HUMAN;sp|P60709|ACTB_HUMAN;sp|P62736|ACTA_HUMAN;sp|P63261|ACTG_HUMAN;sp|P63267|ACTH_HUMAN;sp|P68032|ACTC_HUMAN;sp|P68133|ACTS_HUMAN;sp|Q562R1|ACTBL_HUMAN;sp|Q6S8J3|POTEE_HUMAN;sp|Q9BYX7|ACTBM_HUMAN,1
sp|A6NHL2|TBAL3_HUMAN;sp|P0DPH7|TBA3C_HUMAN;sp|P0DPH8|TBA3D_HUMAN;sp|P68363|TBA1B_HUMAN;sp|P68366|TBA4A_HUMAN;sp|Q6PEY2|TBA3E_HUMAN;sp|Q71U36|TBA1A_HUMAN;sp|Q9BQE3|TBA1C_HUMAN;sp|Q9NY65|TBA8_HUMAN,1
sp|A6NHL2|TBAL3_HUMAN;sp|P68363|TBA1B_HUMAN;sp|P68366|TBA4A_HUMAN;sp|Q71U36|TBA1A_HUMAN;sp|Q9BQE3|TBA1C_HUMAN,1
sp|A6NMY6|AXA2L_HUMAN;sp|P07355|ANXA2_HUMAN,7
sp|A6NNZ2|TBB8B_HUMAN;sp|P04350|TBB4A_HUMAN;sp|P07437|TBB5_HUMAN;sp|P68371|TBB4B_HUMAN;sp|Q13509|TBB3_HUMAN;sp|Q13885|TBB2A_HUMAN;sp|Q3ZCM7|TBB8_HUMAN;sp|Q9BUF5|TBB6_HUMAN;sp|Q9BVA1|TBB2B_HUMAN;sp|Q9H4B7|TBB1_HUMAN,3
sp|A8MTJ3|GNAT3_HUMAN;sp|P04899|GNAI2_HUMAN;sp|P08754|GNAI3_HUMAN;sp|P09471|GNAO_HUMAN;sp|P11488|GNAT1_HUMAN;sp|P19087|GNAT2_HUMAN;sp|P38405|GNAL_HUMAN;sp|P63092|GNAS2_HUMAN;sp|P63096|GNAI1_HUMAN;sp|Q5JWF2|GNAS1_HUMAN,1
sp|B2RPK0|HGB1A_HUMAN;sp|P09429|HMGB1_HUMAN,2
sp|B2RXH8|HNRC2_HUMAN;sp|B7ZW38|HNRC3_HUMAN;sp|O60812|HNRC1_HUMAN;sp|P07910|HNRPC_HUMAN;sp|P0DMR1|HNRC4_HUMAN,4
sp|B5ME19|EIFCL_HUMAN;sp|Q99613|EIF3C_HUMAN,2
sp|E9PAV3|NACAM_HUMAN;sp|Q13765|NACA_HUMAN,3
sp|O00148|DX39A_HUMAN;sp|Q13838|DX39B_HUMAN,1
sp|O00264|PGRC1_HUMAN,1
sp|O00571|DDX3X_HUMAN;sp|O15523|DDX3Y_HUMAN,3
sp|O14818|PSA7_HUMAN;sp|Q8TAA3|PSMA8_HUMAN,1
sp|O14950|ML12B_HUMAN;sp|P19105|ML12A_HUMAN;sp|P24844|MYL9_HUMAN,1
sp|O14979|HNRDL_HUMAN,2
sp|O14979|HNRDL_HUMAN;sp|Q99729|ROAA_HUMAN,1
sp|O15347|HMGB3_HUMAN,1
sp|O15371|EIF3D_HUMAN,1
sp|O43175|SERA_HUMAN,8
sp|O43242|PSMD3_HUMAN,1
sp|O43390|HNRPR_HUMAN,1
sp|O43390|HNRPR_HUMAN;sp|O60506|HNRPQ_HUMAN,3
sp|O43399|TPD54_HUMAN,1
sp|O43670|ZN207_HUMAN,1
sp|O43707|ACTN4_HUMAN,2
sp|O43707|ACTN4_HUMAN;sp|P12814|ACTN1_HUMAN;sp|P35609|ACTN2_HUMAN;sp|Q08043|ACTN3_HUMAN,1
sp|O43776|SYNC_HUMAN,3
sp|O60361|NDK8_HUMAN;sp|P15531|NDKA_HUMAN;sp|P22392|NDKB_HUMAN,1
sp|O60361|NDK8_HUMAN;sp|P22392|NDKB_HUMAN,1
sp|O60506|HNRPQ_HUMAN,5
sp|O60664|PLIN3_HUMAN,1
sp|O60739|EIF1B_HUMAN;sp|P41567|EIF1_HUMAN,1
sp|O60814|H2B1K_HUMAN;sp|P06899|H2B1J_HUMAN;sp|P23527|H2B1O_HUMAN;sp|P33778|H2B1B_HUMAN;sp|P57053|H2BFS_HUMAN;sp|P58876|H2B1D_HUMAN;sp|P62807|H2B1C_HUMAN;sp|Q16778|H2B2E_HUMAN;sp|Q5QNW6|H2B2F_HUMAN;sp|Q8N257|H2B3B_HUMAN;sp|Q93079|H2B1H_HUMAN;sp|Q99877|H2B1N_HUMAN;sp|Q99879|H2B1M_HUMAN;sp|Q99880|H2B1L_HUMAN,1
sp|O60814|H2B1K_HUMAN;sp|P57053|H2BFS_HUMAN;sp|P58876|H2B1D_HUMAN;sp|P62807|H2B1C_HUMAN;sp|Q5QNW6|H2B2F_HUMAN;sp|Q93079|H2B1H_HUMAN;sp|Q99877|H2B1N_HUMAN;sp|Q99879|H2B1M_HUMAN;sp|Q99880|H2B1L_HUMAN,1
sp|O75347|TBCA_HUMAN,1
sp|O75367|H2AY_HUMAN,4
sp|O75369|FLNB_HUMAN,13
sp|O75369|FLNB_HUMAN;sp|Q14315|FLNC_HUMAN,1
sp|O75390|CISY_HUMAN,3
sp|O75396|SC22B_HUMAN,2
sp|O75526|RMXL2_HUMAN;sp|P38159|RBMX_HUMAN,1
sp|O75821|EIF3G_HUMAN,1
sp|O75822|EIF3J_HUMAN,2
sp|O75947|ATP5H_HUMAN,2
sp|O76021|RL1D1_HUMAN,2
sp|O94805|ACL6B_HUMAN;sp|O96019|ACL6A_HUMAN,1
sp|O94921|CDK14_HUMAN;sp|P06493|CDK1_HUMAN;sp|P11802|CDK4_HUMAN;sp|P24941|CDK2_HUMAN;sp|P50750|CDK9_HUMAN;sp|Q00526|CDK3_HUMAN;sp|Q00534|CDK6_HUMAN;sp|Q00535|CDK5_HUMAN;sp|Q00536|CDK16_HUMAN;sp|Q00537|CDK17_HUMAN;sp|Q07002|CDK18_HUMAN;sp|Q14004|CDK13_HUMAN;sp|Q96Q40|CDK15_HUMAN;sp|Q9NYV4|CDK12_HUMAN,1
sp|O95197|RTN3_HUMAN,1
sp|O95336|6PGL_HUMAN,1
sp|O95757|HS74L_HUMAN;sp|Q92598|HS105_HUMAN,1
sp|O95819|M4K4_HUMAN;sp|Q8N4C8|MINK1_HUMAN;sp|Q9UKE5|TNIK_HUMAN,1
sp|O95881|TXD12_HUMAN,1
sp|P00338|LDHA_HUMAN,7
sp|P00403|COX2_HUMAN,1
sp|P00441|SODC_HUMAN,2
sp|P00492|HPRT_HUMAN,1
sp|P00505|AATM_HUMAN,2
sp|P00558|PGK1_HUMAN,8
sp|P00558|PGK1_HUMAN;sp|P07205|PGK2_HUMAN,3
sp|P01024|CO3_HUMAN,1
sp|P02042|HBD_HUMAN;sp|P68871|HBB_HUMAN,1
sp|P02533|K1C14_HUMAN;sp|P08727|K1C19_HUMAN;sp|P08779|K1C16_HUMAN;sp|P19012|K1C15_HUMAN;sp|Q04695|K1C17_HUMAN,1
sp|P02533|K1C14_HUMAN;sp|P08779|K1C16_HUMAN;sp|P13646|K1C13_HUMAN;sp|P19012|K1C15_HUMAN;sp|P35900|K1C20_HUMAN;sp|Q04695|K1C17_HUMAN,1
sp|P02545|LMNA_HUMAN,7
sp|P02768|ALBU_HUMAN,1
sp|P02786|TFR1_HUMAN,9
sp|P04075|ALDOA_HUMAN,8
sp|P04075|ALDOA_HUMAN;sp|P09972|ALDOC_HUMAN,1
sp|P04080|CYTB_HUMAN,2
sp|P04083|ANXA1_HUMAN,8
sp|P04350|TBB4A_HUMAN;sp|P07437|TBB5_HUMAN;sp|P68371|TBB4B_HUMAN;sp|Q13509|TBB3_HUMAN,1
sp|P04350|TBB4A_HUMAN;sp|P07437|TBB5_HUMAN;sp|P68371|TBB4B_HUMAN;sp|Q13509|TBB3_HUMAN;sp|Q13885|TBB2A_HUMAN;sp|Q9BVA1|TBB2B_HUMAN,1
sp|P04350|TBB4A_HUMAN;sp|P07437|TBB5_HUMAN;sp|P68371|TBB4B_HUMAN;sp|Q13885|TBB2A_HUMAN;sp|Q9BVA1|TBB2B_HUMAN,1
sp|P04350|TBB4A_HUMAN;sp|P68371|TBB4B_HUMAN;sp|Q13509|TBB3_HUMAN,1
sp|P04350|TBB4A_HUMAN;sp|P68371|TBB4B_HUMAN;sp|Q3ZCM7|TBB8_HUMAN,1
sp|P04406|G3P_HUMAN,6
sp|P04792|HSPB1_HUMAN,2
sp|P04843|RPN1_HUMAN,2
sp|P04908|H2A1B_HUMAN;sp|P0C0S5|H2AZ_HUMAN;sp|P0C0S8|H2A1_HUMAN;sp|P16104|H2AX_HUMAN;sp|P20671|H2A1D_HUMAN;sp|Q16777|H2A2C_HUMAN;sp|Q6FI13|H2A2A_HUMAN;sp|Q71UI9|H2AV_HUMAN;sp|Q7L7L0|H2A3_HUMAN;sp|Q8IUE6|H2A2B_HUMAN;sp|Q93077|H2A1C_HUMAN;sp|Q96KK5|H2A1H_HUMAN;sp|Q96QV6|H2A1A_HUMAN;sp|Q99878|H2A1J_HUMAN;sp|Q9BTM1|H2AJ_HUMAN,1
sp|P04908|H2A1B_HUMAN;sp|P0C0S5|H2AZ_HUMAN;sp|P0C0S8|H2A1_HUMAN;sp|P16104|H2AX_HUMAN;sp|P20671|H2A1D_HUMAN;sp|Q16777|H2A2C_HUMAN;sp|Q6FI13|H2A2A_HUMAN;sp|Q71UI9|H2AV_HUMAN;sp|Q7L7L0|H2A3_HUMAN;sp|Q93077|H2A1C_HUMAN;sp|Q96KK5|H2A1H_HUMAN;sp|Q96QV6|H2A1A_HUMAN;sp|Q99878|H2A1J_HUMAN;sp|Q9BTM1|H2AJ_HUMAN,1
sp|P04908|H2A1B_HUMAN;sp|P0C0S8|H2A1_HUMAN;sp|P20671|H2A1D_HUMAN;sp|Q16777|H2A2C_HUMAN;sp|Q6FI13|H2A2A_HUMAN;sp|Q7L7L0|H2A3_HUMAN;sp|Q93077|H2A1C_HUMAN;sp|Q96KK5|H2A1H_HUMAN;sp|Q99878|H2A1J_HUMAN;sp|Q9BTM1|H2AJ_HUMAN,1
sp|P05023|AT1A1_HUMAN;sp|P13637|AT1A3_HUMAN;sp|P20648|ATP4A_HUMAN;sp|P50993|AT1A2_HUMAN;sp|P54707|AT12A_HUMAN;sp|Q13733|AT1A4_HUMAN,1
sp|P05141|ADT2_HUMAN,1
sp|P05141|ADT2_HUMAN;sp|P12235|ADT1_HUMAN;sp|P12236|ADT3_HUMAN;sp|Q9H0C2|ADT4_HUMAN,1
sp|P05198|IF2A_HUMAN,4
sp|P05387|RLA2_HUMAN,4
sp|P05388|RLA0_HUMAN,3
sp|P05388|RLA0_HUMAN;sp|Q8NHW5|RLA0L_HUMAN,2
sp|P05783|K1C18_HUMAN,8
sp|P05783|K1C18_HUMAN;sp|P08727|K1C19_HUMAN,1
sp|P05787|K2C8_HUMAN,12
sp|P06396|GELS_HUMAN,2
sp|P06576|ATPB_HUMAN,11
sp|P06733|ENOA_HUMAN,9
sp|P06733|ENOA_HUMAN;sp|P09104|ENOG_HUMAN;sp|P13929|ENOB_HUMAN,2
sp|P06744|G6PI_HUMAN,3
sp|P06748|NPM_HUMAN,2
sp|P06753|TPM3_HUMAN,1
sp|P06899|H2B1J_HUMAN;sp|P23527|H2B1O_HUMAN;sp|P33778|H2B1B_HUMAN;sp|Q16778|H2B2E_HUMAN;sp|Q6DN03|H2B2C_HUMAN;sp|Q6DRA6|H2B2D_HUMAN;sp|Q8N257|H2B3B_HUMAN,1
sp|P07195|LDHB_HUMAN,5
sp|P07237|PDIA1_HUMAN,3
sp|P07355|ANXA2_HUMAN,4
sp|P07384|CAN1_HUMAN,1
sp|P07437|TBB5_HUMAN,1
sp|P07437|TBB5_HUMAN;sp|P68371|TBB4B_HUMAN;sp|Q13509|TBB3_HUMAN;sp|Q13885|TBB2A_HUMAN;sp|Q9BVA1|TBB2B_HUMAN,1
sp|P07437|TBB5_HUMAN;sp|Q13509|TBB3_HUMAN;sp|Q13885|TBB2A_HUMAN;sp|Q9BVA1|TBB2B_HUMAN,2
sp|P07602|SAP_HUMAN,2
sp|P07737|PROF1_HUMAN,4
sp|P07741|APT_HUMAN,1
sp|P07900|HS90A_HUMAN,3
sp|P07900|HS90A_HUMAN;sp|P08238|HS90B_HUMAN,1
sp|P07900|HS90A_HUMAN;sp|P08238|HS90B_HUMAN;sp|Q14568|HS902_HUMAN;sp|Q58FF8|H90B2_HUMAN,1
sp|P07900|HS90A_HUMAN;sp|P08238|HS90B_HUMAN;sp|Q58FF6|H90B4_HUMAN;sp|Q58FF7|H90B3_HUMAN;sp|Q58FF8|H90B2_HUMAN,1
sp|P07900|HS90A_HUMAN;sp|P08238|HS90B_HUMAN;sp|Q58FF6|H90B4_HUMAN;sp|Q58FF7|H90B3_HUMAN;sp|Q58FG0|HS905_HUMAN,2
sp|P07900|HS90A_HUMAN;sp|Q58FG1|HS904_HUMAN,1
sp|P07910|HNRPC_HUMAN,2
sp|P07954|FUMH_HUMAN,4
sp|P08195|4F2_HUMAN,6
sp|P08238|HS90B_HUMAN,3
sp|P08238|HS90B_HUMAN;sp|P14625|ENPL_HUMAN,1
sp|P08238|HS90B_HUMAN;sp|Q58FF7|H90B3_HUMAN,2
sp|P08559|ODPA_HUMAN,1
sp|P08621|RU17_HUMAN,1
sp|P08670|VIME_HUMAN,8
sp|P08708|RS17_HUMAN,3
sp|P08727|K1C19_HUMAN,3
sp|P08727|K1C19_HUMAN;sp|P08779|K1C16_HUMAN,1
sp|P08729|K2C7_HUMAN,6
sp|P08729|K2C7_HUMAN;sp|Q14CN4|K2C72_HUMAN,2
sp|P08758|ANXA5_HUMAN,1
sp|P08865|RSSA_HUMAN,1
sp|P09012|SNRPA_HUMAN,1
sp|P09382|LEG1_HUMAN,1
sp|P09429|HMGB1_HUMAN,1
sp|P09651|ROA1_HUMAN;sp|Q32P51|RA1L2_HUMAN,1
sp|P09661|RU2A_HUMAN,1
sp|P0C0S5|H2AZ_HUMAN;sp|Q71UI9|H2AV_HUMAN,1
sp|P0CG38|POTEI_HUMAN,1
sp|P0CG38|POTEI_HUMAN;sp|P0CG39|POTEJ_HUMAN;sp|Q6S8J3|POTEE_HUMAN;sp|Q9BYX7|ACTBM_HUMAN,1
sp|P0CG47|UBB_HUMAN;sp|P0CG48|UBC_HUMAN;sp|P62979|RS27A_HUMAN;sp|P62987|RL40_HUMAN,2
sp|P0DME0|SETLP_HUMAN;sp|Q01105|SET_HUMAN,3
sp|P0DMV8|HS71A_HUMAN;sp|P0DMV9|HS71B_HUMAN,4
sp|P0DMV8|HS71A_HUMAN;sp|P0DMV9|HS71B_HUMAN;sp|P11142|HSP7C_HUMAN;sp|P17066|HSP76_HUMAN;sp|P34931|HS71L_HUMAN;sp|P48741|HSP77_HUMAN;sp|P54652|HSP72_HUMAN,1
sp|P0DMV8|HS71A_HUMAN;sp|P0DMV9|HS71B_HUMAN;sp|P34931|HS71L_HUMAN,2
sp|P0DP23|CALM1_HUMAN;sp|P0DP24|CALM2_HUMAN;sp|P0DP25|CALM3_HUMAN,2
sp|P0DPH7|TBA3C_HUMAN;sp|P0DPH8|TBA3D_HUMAN;sp|P68363|TBA1B_HUMAN;sp|P68366|TBA4A_HUMAN;sp|Q6PEY2|TBA3E_HUMAN;sp|Q71U36|TBA1A_HUMAN,1
sp|P0DPH7|TBA3C_HUMAN;sp|P0DPH8|TBA3D_HUMAN;sp|P68363|TBA1B_HUMAN;sp|P68366|TBA4A_HUMAN;sp|Q6PEY2|TBA3E_HUMAN;sp|Q71U36|TBA1A_HUMAN;sp|Q9BQE3|TBA1C_HUMAN,1
sp|P0DPH7|TBA3C_HUMAN;sp|P0DPH8|TBA3D_HUMAN;sp|P68363|TBA1B_HUMAN;sp|P68366|TBA4A_HUMAN;sp|Q6PEY2|TBA3E_HUMAN;sp|Q71U36|TBA1A_HUMAN;sp|Q9BQE3|TBA1C_HUMAN;sp|Q9NY65|TBA8_HUMAN,4
sp|P0DPH7|TBA3C_HUMAN;sp|P0DPH8|TBA3D_HUMAN;sp|P68363|TBA1B_HUMAN;sp|Q6PEY2|TBA3E_HUMAN;sp|Q71U36|TBA1A_HUMAN;sp|Q9BQE3|TBA1C_HUMAN,2
sp|P10412|H14_HUMAN;sp|P16402|H13_HUMAN;sp|P16403|H12_HUMAN,3
sp|P10599|THIO_HUMAN,2
sp|P10809|CH60_HUMAN,11
sp|P11021|BIP_HUMAN,12
sp|P11021|BIP_HUMAN;sp|P11142|HSP7C_HUMAN;sp|P34931|HS71L_HUMAN;sp|P54652|HSP72_HUMAN,1
sp|P11142|HSP7C_HUMAN,10
sp|P11142|HSP7C_HUMAN;sp|P17066|HSP76_HUMAN;sp|P54652|HSP72_HUMAN,1
sp|P11142|HSP7C_HUMAN;sp|P54652|HSP72_HUMAN,1
sp|P11387|TOP1_HUMAN,1
sp|P11413|G6PD_HUMAN,4
sp|P11586|C1TC_HUMAN,7
sp|P11766|ADHX_HUMAN,1
sp|P11940|PABP1_HUMAN,1
sp|P11940|PABP1_HUMAN;sp|Q13310|PABP4_HUMAN,1
sp|P11940|PABP1_HUMAN;sp|Q4VXU2|PAP1L_HUMAN,1
sp|P11940|PABP1_HUMAN;sp|Q9H361|PABP3_HUMAN,2
sp|P12004|PCNA_HUMAN,4
sp|P12236|ADT3_HUMAN,1
sp|P12268|IMDH2_HUMAN,1
sp|P12277|KCRB_HUMAN,1
sp|P12429|ANXA3_HUMAN,2
sp|P12814|ACTN1_HUMAN,1
sp|P12956|XRCC6_HUMAN,6
sp|P13010|XRCC5_HUMAN,5
sp|P13073|COX41_HUMAN,2
sp|P13639|EF2_HUMAN,10
sp|P13645|K1C10_HUMAN,1
sp|P13667|PDIA4_HUMAN,1
sp|P13693|TCTP_HUMAN,1
sp|P13796|PLSL_HUMAN;sp|P13797|PLST_HUMAN,1
sp|P13929|ENOB_HUMAN,1
sp|P13987|CD59_HUMAN,1
sp|P14174|MIF_HUMAN,1
sp|P14314|GLU2B_HUMAN,2
sp|P14324|FPPS_HUMAN,2
sp|P14618|KPYM_HUMAN,10
sp|P14618|KPYM_HUMAN;sp|P30613|KPYR_HUMAN,1
sp|P14625|ENPL_HUMAN,6
sp|P14649|MYL6B_HUMAN;sp|P60660|MYL6_HUMAN,1
sp|P14866|HNRPL_HUMAN,4
sp|P14868|SYDC_HUMAN,2
sp|P15121|ALDR_HUMAN,1
sp|P15170|ERF3A_HUMAN;sp|Q8IYD1|ERF3B_HUMAN,1
sp|P15311|EZRI_HUMAN;sp|P26038|MOES_HUMAN;sp|P35241|RADI_HUMAN,1
sp|P15531|NDKA_HUMAN,2
sp|P15531|NDKA_HUMAN;sp|P22392|NDKB_HUMAN,1
sp|P15880|RS2_HUMAN,2
sp|P16949|STMN1_HUMAN,1
sp|P16949|STMN1_HUMAN;sp|Q93045|STMN2_HUMAN,1
sp|P16989|YBOX3_HUMAN;sp|P67809|YBOX1_HUMAN;sp|Q9Y2T7|YBOX2_HUMAN,2
sp|P17096|HMGA1_HUMAN,1
sp|P17174|AATC_HUMAN,1
sp|P17516|AK1C4_HUMAN;sp|P42330|AK1C3_HUMAN;sp|Q04828|AK1C1_HUMAN,1
sp|P17655|CAN2_HUMAN,1
sp|P17844|DDX5_HUMAN,2
sp|P17844|DDX5_HUMAN;sp|Q92841|DDX17_HUMAN,2
sp|P17931|LEG3_HUMAN,4
sp|P17980|PRS6A_HUMAN,1
sp|P17987|TCPA_HUMAN,5
sp|P18085|ARF4_HUMAN,1
sp|P18085|ARF4_HUMAN;sp|P61204|ARF3_HUMAN;sp|P84077|ARF1_HUMAN;sp|P84085|ARF5_HUMAN,1
sp|P18124|RL7_HUMAN,3
sp|P18206|VINC_HUMAN,3
