protein_group,sequence_count
sp|A6NHL2|TBAL3_HUMAN;sp|P0DPH7|TBA3C_HUMAN;sp|P0DPH8|TBA3D_HUMAN;sp|P68363|TBA1B_HUMAN;sp|P68366|TBA4A_HUMAN;sp|Q6PEY2|TBA3E_HUMAN;sp|Q71U36|TBA1A_HUMAN;sp|Q9BQE3|TBA1C_HUMAN;sp|Q9NY65|TBA8_HUMAN,1
sp|A6NHL2|TBAL3_HUMAN;sp|P0DPH7|TBA3C_HUMAN;sp|P0DPH8|TBA3D_HUMAN;sp|P68363|TBA1B_HUMAN;sp|P68366|TBA4A_HUMAN;sp|Q71U36|TBA1A_HUMAN;sp|Q9BQE3|TBA1C_HUMAN;sp|Q9NY65|TBA8_HUMAN,1
sp|A6NHL2|TBAL3_HUMAN;sp|P68363|TBA1B_HUMAN;sp|P68366|TBA4A_HUMAN;sp|Q71U36|TBA1A_HUMAN;sp|Q9BQE3|TBA1C_HUMAN,1
sp|A6NHQ2|FBLL1_HUMAN;sp|P22087|FBRL_HUMAN,5
sp|A6NHR9|SMHD1_HUMAN,7
sp|A6NI56|CC154_HUMAN,1
sp|A6NIZ1|RP1BL_HUMAN;sp|O95716|RAB3D_HUMAN;sp|P61224|RAP1B_HUMAN;sp|P62834|RAP1A_HUMAN,1
sp|A6NIZ1|RP1BL_HUMAN;sp|P61224|RAP1B_HUMAN,1
sp|A6NIZ1|RP1BL_HUMAN;sp|P61224|RAP1B_HUMAN;sp|P62834|RAP1A_HUMAN,3
sp|A6NKF1|SAC31_HUMAN,1
sp|A6NKH3|RL37L_HUMAN;sp|P61513|RL37A_HUMAN,1
sp|A6NKT7|RGPD3_HUMAN;sp|O14715|RGPD8_HUMAN;sp|P0DJD0|RGPD1_HUMAN;sp|P0DJD1|RGPD2_HUMAN;sp|P49792|RBP2_HUMAN;sp|Q7Z3J3|RGPD4_HUMAN;sp|Q99666|RGPD5_HUMAN,5
sp|A6NKT7|RGPD3_HUMAN;sp|O14715|RGPD8_HUMAN;sp|P0DJD0|RGPD1_HUMAN;sp|P0DJD1|RGPD2_HUMAN;sp|P49792|RBP2_HUMAN;sp|Q99666|RGPD5_HUMAN,1
sp|A6NKT7|RGPD3_HUMAN;sp|O14715|RGPD8_HUMAN;sp|P49792|RBP2_HUMAN;sp|Q7Z3J3|RGPD4_HUMAN;sp|Q99666|RGPD5_HUMAN,3
sp|A6NKT7|RGPD3_HUMAN;sp|P0DJD0|RGPD1_HUMAN;sp|P0DJD1|RGPD2_HUMAN;sp|P49792|RBP2_HUMAN;sp|Q7Z3J3|RGPD4_HUMAN,2
sp|A6NKT7|RGPD3_HUMAN;sp|P49792|RBP2_HUMAN,1
sp|A6NMY6|AXA2L_HUMAN;sp|P07355|ANXA2_HUMAN,18
sp|A6NNZ2|TBB8B_HUMAN;sp|P04350|TBB4A_HUMAN;sp|P07437|TBB5_HUMAN;sp|P68371|TBB4B_HUMAN;sp|Q13509|TBB3_HUMAN;sp|Q13885|TBB2A_HUMAN;sp|Q3ZCM7|TBB8_HUMAN;sp|Q9BUF5|TBB6_HUMAN;sp|Q9BVA1|TBB2B_HUMAN,1
sp|A6NNZ2|TBB8B_HUMAN;sp|P04350|TBB4A_HUMAN;sp|P07437|TBB5_HUMAN;sp|P68371|TBB4B_HUMAN;sp|Q13509|TBB3_HUMAN;sp|Q13885|TBB2A_HUMAN;sp|Q3ZCM7|TBB8_HUMAN;sp|Q9BUF5|TBB6_HUMAN;sp|Q9BVA1|TBB2B_HUMAN;sp|Q9H4B7|TBB1_HUMAN,3
sp|A6NNZ2|TBB8B_HUMAN;sp|P04350|TBB4A_HUMAN;sp|P07437|TBB5_HUMAN;sp|P68371|TBB4B_HUMAN;sp|Q13885|TBB2A_HUMAN;sp|Q3ZCM7|TBB8_HUMAN;sp|Q9BUF5|TBB6_HUMAN;sp|Q9BVA1|TBB2B_HUMAN,1
sp|A6NNZ2|TBB8B_HUMAN;sp|P04350|TBB4A_HUMAN;sp|P07437|TBB5_HUMAN;sp|P68371|TBB4B_HUMAN;sp|Q13885|TBB2A_HUMAN;sp|Q3ZCM7|TBB8_HUMAN;sp|Q9BVA1|TBB2B_HUMAN,1
sp|A6NNZ2|TBB8B_HUMAN;sp|P04350|TBB4A_HUMAN;sp|P07437|TBB5_HUMAN;sp|P68371|TBB4B_HUMAN;sp|Q3ZCM7|TBB8_HUMAN,2
sp|A6PVL3|KNCN_HUMAN,1
sp|A6ZKI3|RTL8C_HUMAN,1
sp|A6ZKI3|RTL8C_HUMAN;sp|Q17RB0|RTL8B_HUMAN,1
sp|A6ZKI3|RTL8C_HUMAN;sp|Q17RB0|RTL8B_HUMAN;sp|Q9BWD3|RTL8A_HUMAN,1
sp|A6ZKI3|RTL8C_HUMAN;sp|Q9BWD3|RTL8A_HUMAN,1
sp|A7E2Y1|MYH7B_HUMAN;sp|P11055|MYH3_HUMAN;sp|P12882|MYH1_HUMAN;sp|P12883|MYH7_HUMAN;sp|P13533|MYH6_HUMAN;sp|P13535|MYH8_HUMAN;sp|P35579|MYH9_HUMAN;sp|P35580|MYH10_HUMAN;sp|P35749|MYH11_HUMAN;sp|Q7Z406|MYH14_HUMAN;sp|Q9UKX2|MYH2_HUMAN;sp|Q9UKX3|MYH13_HUMAN;sp|Q9Y623|MYH4_HUMAN,1
sp|A8K0Z3|WASH1_HUMAN;sp|A8MWX3|WASH4_HUMAN;sp|C4AMC7|WASH3_HUMAN;sp|Q6VEQ5|WASH2_HUMAN;sp|Q9NQA3|WASH6_HUMAN,1
sp|A8MTJ3|GNAT3_HUMAN;sp|P04899|GNAI2_HUMAN;sp|P08754|GNAI3_HUMAN;sp|P09471|GNAO_HUMAN;sp|P11488|GNAT1_HUMAN;sp|P19087|GNAT2_HUMAN;sp|P38405|GNAL_HUMAN;sp|P63092|GNAS2_HUMAN;sp|P63096|GNAI1_HUMAN;sp|Q03113|GNA12_HUMAN;sp|Q14344|GNA13_HUMAN;sp|Q5JWF2|GNAS1_HUMAN,1
sp|A8MTJ3|GNAT3_HUMAN;sp|P04899|GNAI2_HUMAN;sp|P08754|GNAI3_HUMAN;sp|P11488|GNAT1_HUMAN;sp|P19087|GNAT2_HUMAN;sp|P63096|GNAI1_HUMAN,1
sp|A8MUU1|FB5L3_HUMAN;sp|Q01469|FABP5_HUMAN,1
sp|A8MVJ9|HPF1L_HUMAN;sp|Q9NWY4|HPF1_HUMAN,2
sp|A8MWD9|RUXGL_HUMAN;sp|P62308|RUXG_HUMAN,3
sp|A9QM74|IMA8_HUMAN;sp|P52292|IMA1_HUMAN,1
sp|A9Z1Z3|FR1L4_HUMAN;sp|Q9BR76|COR1B_HUMAN,1
sp|B2RD01|CENP1_HUMAN,1
sp|B2RPK0|HGB1A_HUMAN;sp|P09429|HMGB1_HUMAN,4
sp|B2RPK0|HGB1A_HUMAN;sp|P09429|HMGB1_HUMAN;sp|P23497|SP100_HUMAN,2
sp|B2RPK0|HGB1A_HUMAN;sp|P09429|HMGB1_HUMAN;sp|P26583|HMGB2_HUMAN,1
sp|B2RXH8|HNRC2_HUMAN;sp|B7ZW38|HNRC3_HUMAN;sp|O60812|HNRC1_HUMAN;sp|P07910|HNRPC_HUMAN;sp|P0DMR1|HNRC4_HUMAN,7
sp|B5ME19|EIFCL_HUMAN;sp|Q99613|EIF3C_HUMAN,20
sp|B7ZAP0|RBG10_HUMAN;sp|Q9Y3P9|RBGP1_HUMAN,2
sp|B7ZAQ6|GPHRA_HUMAN;sp|P0CG08|GPHRB_HUMAN,1
sp|C9JQL5|DSA2D_HUMAN;sp|Q01628|IFM3_HUMAN,1
sp|C9JRZ8|AK1BF_HUMAN;sp|P15121|ALDR_HUMAN,1
sp|E9PAV3|NACAM_HUMAN;sp|Q13765|NACA_HUMAN,3
sp|E9PAV3|NACAM_HUMAN;sp|Q13765|NACA_HUMAN;sp|Q9BZK3|NACP4_HUMAN,1
sp|E9PRG8|CK098_HUMAN,1
sp|G2XKQ0|SUMO5_HUMAN;sp|P63165|SUMO1_HUMAN,2
sp|L0R6Q1|S35U4_HUMAN,2
sp|L0R8F8|MIDUO_HUMAN,3
sp|M0R2J8|DCDC1_HUMAN,1
sp|O00115|DNS2A_HUMAN,4
sp|O00116|ADAS_HUMAN,17
sp|O00139|KIF2A_HUMAN,10
sp|O00139|KIF2A_HUMAN;sp|Q8N4N8|KIF2B_HUMAN,1
sp|O00139|KIF2A_HUMAN;sp|Q99661|KIF2C_HUMAN,1
sp|O00148|DX39A_HUMAN,7
sp|O00148|DX39A_HUMAN;sp|Q13838|DX39B_HUMAN,11
sp|O00151|PDLI1_HUMAN,8
sp|O00154|BACH_HUMAN,10
sp|O00159|MYO1C_HUMAN,27
sp|O00160|MYO1F_HUMAN;sp|Q12965|MYO1E_HUMAN,3
sp|O00161|SNP23_HUMAN,4
sp|O00165|HAX1_HUMAN,1
sp|O00170|AIP_HUMAN,9
sp|O00178|GTPB1_HUMAN,4
sp|O00186|STXB3_HUMAN,4
sp|O00193|SMAP_HUMAN,3
sp|O00203|AP3B1_HUMAN,13
sp|O00203|AP3B1_HUMAN;sp|Q13367|AP3B2_HUMAN,3
sp|O00217|NDUS8_HUMAN,4
sp|O00231|PSD11_HUMAN,17
sp|O00232|PSD12_HUMAN,11
sp|O00233|PSMD9_HUMAN,5
sp|O00244|ATOX1_HUMAN,3
sp|O00264|PGRC1_HUMAN,4
sp|O00264|PGRC1_HUMAN;sp|O15173|PGRC2_HUMAN,1
sp|O00267|SPT5H_HUMAN,12
sp|O00268|TAF4_HUMAN,1
sp|O00273|DFFA_HUMAN,8
sp|O00299|CLIC1_HUMAN,11
sp|O00303|EIF3F_HUMAN,9
sp|O00330|ODPX_HUMAN,6
sp|O00399|DCTN6_HUMAN,3
sp|O00401|WASL_HUMAN,1
sp|O00410|IPO5_HUMAN,30
sp|O00410|IPO5_HUMAN;sp|O60518|RNBP6_HUMAN,2
sp|O00411|RPOM_HUMAN,3
sp|O00418|EF2K_HUMAN,2
sp|O00422|SAP18_HUMAN,3
sp|O00425|IF2B3_HUMAN,12
sp|O00425|IF2B3_HUMAN;sp|Q9NZI8|IF2B1_HUMAN,1
sp|O00425|IF2B3_HUMAN;sp|Q9NZI8|IF2B1_HUMAN;sp|Q9Y6M1|IF2B2_HUMAN,1
sp|O00425|IF2B3_HUMAN;sp|Q9Y6M1|IF2B2_HUMAN,1
sp|O00429|DNM1L_HUMAN,19
sp|O00442|RTCA_HUMAN,3
sp|O00443|P3C2A_HUMAN,3
sp|O00461|GOLI4_HUMAN,5
sp|O00468|AGRIN_HUMAN,2
sp|O00469|PLOD2_HUMAN,16
sp|O00471|EXOC5_HUMAN,5
sp|O00483|NDUA4_HUMAN,1
sp|O00487|PSDE_HUMAN,6
sp|O00499|BIN1_HUMAN,6
sp|O00499|BIN1_HUMAN;sp|P49418|AMPH_HUMAN;sp|Q9UBW5|BIN2_HUMAN,1
sp|O00505|IMA4_HUMAN,6
sp|O00505|IMA4_HUMAN;sp|O00629|IMA3_HUMAN,3
sp|O00506|STK25_HUMAN;sp|Q9P289|STK26_HUMAN;sp|Q9Y6E0|STK24_HUMAN,2
sp|O00507|USP9Y_HUMAN;sp|Q93008|USP9X_HUMAN,12
sp|O00541|PESC_HUMAN,8
sp|O00560|SDCB1_HUMAN,3
sp|O00566|MPP10_HUMAN,5
sp|O00567|NOP56_HUMAN,17
sp|O00571|DDX3X_HUMAN,8
sp|O00571|DDX3X_HUMAN;sp|O15523|DDX3Y_HUMAN,16
sp|O00571|DDX3X_HUMAN;sp|O15523|DDX3Y_HUMAN;sp|P17844|DDX5_HUMAN;sp|Q92841|DDX17_HUMAN,1
sp|O00571|DDX3X_HUMAN;sp|O15523|DDX3Y_HUMAN;sp|Q9NQI0|DDX4_HUMAN,2
sp|O00592|PODXL_HUMAN,5
sp|O00622|CCN1_HUMAN,6
sp|O00625|PIR_HUMAN,7
sp|O00629|IMA3_HUMAN,5
sp|O00712|NFIB_HUMAN,4
sp|O00712|NFIB_HUMAN;sp|P08651|NFIC_HUMAN;sp|Q12857|NFIA_HUMAN;sp|Q14938|NFIX_HUMAN,1
sp|O00712|NFIB_HUMAN;sp|Q12857|NFIA_HUMAN,1
sp|O00743|PPP6_HUMAN,5
sp|O00762|UBE2C_HUMAN,6
sp|O00763|ACACB_HUMAN;sp|Q13085|ACACA_HUMAN,10
sp|O00764|PDXK_HUMAN,7
sp|O00767|SCD_HUMAN,3
sp|O14497|ARI1A_HUMAN,1
sp|O14497|ARI1A_HUMAN;sp|Q8NFD5|ARI1B_HUMAN,1
sp|O14530|TXND9_HUMAN,6
sp|O14548|COX7R_HUMAN,2
sp|O14556|G3PT_HUMAN;sp|P04406|G3P_HUMAN,1
sp|O14561|ACPM_HUMAN,2
sp|O14562|UBFD1_HUMAN,4
sp|O14578|CTRO_HUMAN,2
sp|O14579|COPE_HUMAN,9
sp|O14602|IF1AY_HUMAN;sp|P47813|IF1AX_HUMAN,1
sp|O14613|BORG1_HUMAN,1
sp|O14617|AP3D1_HUMAN,11
sp|O14618|CCS_HUMAN,2
sp|O14639|ABLM1_HUMAN,2
sp|O14641|DVL2_HUMAN,3
sp|O14646|CHD1_HUMAN,2
sp|O14646|CHD1_HUMAN;sp|O14647|CHD2_HUMAN,1
sp|O14646|CHD1_HUMAN;sp|O14647|CHD2_HUMAN;sp|Q3L8U1|CHD9_HUMAN;sp|Q8TD26|CHD6_HUMAN;sp|Q9HCK8|CHD8_HUMAN;sp|Q9P2D1|CHD7_HUMAN,1
sp|O14656|TOR1A_HUMAN,3
sp|O14657|TOR1B_HUMAN,2
sp|O14672|ADA10_HUMAN,3
sp|O14684|PTGES_HUMAN,1
sp|O14732|IMPA2_HUMAN,2
sp|O14734|ACOT8_HUMAN,1
sp|O14735|CDIPT_HUMAN,2
sp|O14737|PDCD5_HUMAN,4
sp|O14744|ANM5_HUMAN,14
sp|O14745|NHRF1_HUMAN,11
sp|O14757|CHK1_HUMAN,1
sp|O14773|TPP1_HUMAN,5
sp|O14776|TCRG1_HUMAN,14
sp|O14776|TCRG1_HUMAN;sp|Q5VWI1|TCRGL_HUMAN,1
sp|O14777|NDC80_HUMAN,1
sp|O14786|NRP1_HUMAN,1
sp|O14787|TNPO2_HUMAN;sp|Q92973|TNPO1_HUMAN,4
sp|O14802|RPC1_HUMAN;sp|O95602|RPA1_HUMAN,1
sp|O14818|PSA7_HUMAN,6
sp|O14818|PSA7_HUMAN;sp|Q8TAA3|PSMA8_HUMAN,4
sp|O14828|SCAM3_HUMAN,6
sp|O14874|BCKD_HUMAN,1
sp|O14880|MGST3_HUMAN,3
sp|O14907|TX1B3_HUMAN,3
sp|O14908|GIPC1_HUMAN,7
sp|O14908|GIPC1_HUMAN;sp|Q8TF64|GIPC3_HUMAN,1
sp|O14910|LIN7A_HUMAN,1
sp|O14910|LIN7A_HUMAN;sp|Q9NUP9|LIN7C_HUMAN,1
sp|O14925|TIM23_HUMAN;sp|Q5SRD1|TI23B_HUMAN,2
sp|O14929|HAT1_HUMAN,8
sp|O14936|CSKP_HUMAN,4
sp|O14949|QCR8_HUMAN,2
sp|O14950|ML12B_HUMAN;sp|P19105|ML12A_HUMAN,5
sp|O14950|ML12B_HUMAN;sp|P19105|ML12A_HUMAN;sp|P24844|MYL9_HUMAN,6
sp|O14964|HGS_HUMAN,5
sp|O14972|VP26C_HUMAN,2
sp|O14974|MYPT1_HUMAN,12
sp|O14979|HNRDL_HUMAN,7
sp|O14979|HNRDL_HUMAN;sp|Q14103|HNRPD_HUMAN,1
sp|O14979|HNRDL_HUMAN;sp|Q14103|HNRPD_HUMAN;sp|Q99729|ROAA_HUMAN,1
sp|O14980|XPO1_HUMAN,33
sp|O14981|BTAF1_HUMAN,3
sp|O14983|AT2A1_HUMAN;sp|P16615|AT2A2_HUMAN,4
sp|O14983|AT2A1_HUMAN;sp|P16615|AT2A2_HUMAN;sp|Q93084|AT2A3_HUMAN,3
sp|O15013|ARHGA_HUMAN,2
sp|O15013|ARHGA_HUMAN;sp|Q9HCE6|ARGAL_HUMAN,1
sp|O15020|SPTN2_HUMAN,19
sp|O15020|SPTN2_HUMAN;sp|P11277|SPTB1_HUMAN;sp|Q01082|SPTB2_HUMAN,3
sp|O15020|SPTN2_HUMAN;sp|Q01082|SPTB2_HUMAN,3
sp|O15021|MAST4_HUMAN;sp|O60307|MAST3_HUMAN;sp|P51812|KS6A3_HUMAN;sp|Q15349|KS6A2_HUMAN;sp|Q15418|KS6A1_HUMAN;sp|Q6P0Q8|MAST2_HUMAN;sp|Q86UE8|TLK2_HUMAN;sp|Q96GX5|GWL_HUMAN;sp|Q9UK32|KS6A6_HUMAN;sp|Q9UKI8|TLK1_HUMAN;sp|Q9Y2H9|MAST1_HUMAN,1
sp|O15027|SC16A_HUMAN,15
sp|O15031|PLXB2_HUMAN,8
sp|O15042|SR140_HUMAN,12
sp|O15049|N4BP3_HUMAN;sp|Q9NYH9|UTP6_HUMAN,1
sp|O15067|PUR4_HUMAN,28
sp|O15075|DCLK1_HUMAN,2
sp|O15078|CE290_HUMAN;sp|P61077|UB2D3_HUMAN,1
sp|O15083|ERC2_HUMAN;sp|Q8IUD2|RB6I2_HUMAN,1
sp|O15084|ANR28_HUMAN,1
sp|O15091|MRPP3_HUMAN,6
sp|O15116|LSM1_HUMAN,3
sp|O15118|NPC1_HUMAN,1
sp|O15121|DEGS1_HUMAN,1
sp|O15126|SCAM1_HUMAN,4
sp|O15131|IMA6_HUMAN;sp|O60684|IMA7_HUMAN,2
sp|O15131|IMA6_HUMAN;sp|O60684|IMA7_HUMAN;sp|P52294|IMA5_HUMAN,6
sp|O15143|ARC1B_HUMAN,10
sp|O15143|ARC1B_HUMAN;sp|Q92747|ARC1A_HUMAN,2
sp|O15144|ARPC2_HUMAN,16
sp|O15145|ARPC3_HUMAN,5
sp|O15155|BET1_HUMAN,1
sp|O15160|RPAC1_HUMAN,8
sp|O15164|TIF1A_HUMAN,3
sp|O15173|PGRC2_HUMAN,7
sp|O15198|SMAD9_HUMAN;sp|P84022|SMAD3_HUMAN;sp|Q15796|SMAD2_HUMAN,1
sp|O15212|PFD6_HUMAN,5
sp|O15213|WDR46_HUMAN,5
sp|O15226|NKRF_HUMAN,8
sp|O15228|GNPAT_HUMAN,1
sp|O15254|ACOX3_HUMAN,2
sp|O15258|RER1_HUMAN,4
sp|O15260|SURF4_HUMAN,3
sp|O15264|MK13_HUMAN;sp|P45983|MK08_HUMAN;sp|P45984|MK09_HUMAN;sp|P53778|MK12_HUMAN;sp|P53779|MK10_HUMAN;sp|Q15746|MYLK_HUMAN;sp|Q15759|MK11_HUMAN;sp|Q16539|MK14_HUMAN;sp|Q32MK0|MYLK3_HUMAN;sp|Q86YV6|MYLK4_HUMAN;sp|Q9H1R3|MYLK2_HUMAN,1
sp|O15269|SPTC1_HUMAN,3
sp|O15270|SPTC2_HUMAN,3
sp|O15294|OGT1_HUMAN,11
sp|O15305|PMM2_HUMAN,4
sp|O15344|TRI18_HUMAN,1
sp|O15347|HMGB3_HUMAN,3
sp|O15355|PPM1G_HUMAN,10
sp|O15357|SHIP2_HUMAN,14
sp|O15357|SHIP2_HUMAN;sp|Q92835|SHIP1_HUMAN,1
sp|O15371|EIF3D_HUMAN,17
sp|O15372|EIF3H_HUMAN,9
sp|O15379|HDAC3_HUMAN,3
sp|O15381|NVL_HUMAN,2
sp|O15382|BCAT2_HUMAN,6
sp|O15391|TYY2_HUMAN;sp|P25490|TYY1_HUMAN,1
sp|O15391|TYY2_HUMAN;sp|P25490|TYY1_HUMAN;sp|Q96MM3|ZFP42_HUMAN,2
sp|O15392|BIRC5_HUMAN,1
sp|O15397|IPO8_HUMAN,11
sp|O15400|STX7_HUMAN,4
sp|O15405|TOX3_HUMAN;sp|O94842|TOX4_HUMAN;sp|O94900|TOX_HUMAN,1
sp|O15427|MOT4_HUMAN,7
sp|O15439|MRP4_HUMAN,3
sp|O15446|RPA34_HUMAN,6
sp|O15460|P4HA2_HUMAN,7
sp|O15498|YKT6_HUMAN,9
sp|O15511|ARPC5_HUMAN,5
sp|O15511|ARPC5_HUMAN;sp|Q9BPX5|ARP5L_HUMAN,1
sp|O15514|RPB4_HUMAN,1
sp|O15533|TPSN_HUMAN,2
sp|O15541|R113A_HUMAN,1
sp|O43143|DHX15_HUMAN,25
sp|O43143|DHX15_HUMAN;sp|O60231|DHX16_HUMAN;sp|Q14562|DHX8_HUMAN,1
sp|O43148|MCES_HUMAN,1
sp|O43149|ZZEF1_HUMAN,2
sp|O43156|TTI1_HUMAN,2
sp|O43159|RRP8_HUMAN,3
sp|O43169|CYB5B_HUMAN,3
sp|O43172|PRP4_HUMAN,12
sp|O43175|SERA_HUMAN,20
sp|O43181|NDUS4_HUMAN,1
sp|O43237|DC1L2_HUMAN,4
sp|O43237|DC1L2_HUMAN;sp|Q9Y6G9|DC1L1_HUMAN,1
sp|O43242|PSMD3_HUMAN,18
sp|O43251|RFOX2_HUMAN;sp|Q9NWB1|RFOX1_HUMAN,1
sp|O43252|PAPS1_HUMAN,12
sp|O43264|ZW10_HUMAN,4
sp|O43290|SNUT1_HUMAN,14
sp|O43292|GPAA1_HUMAN,2
sp|O43293|DAPK3_HUMAN,1
sp|O43294|TGFI1_HUMAN,3
sp|O43314|VIP2_HUMAN,5
sp|O43314|VIP2_HUMAN;sp|Q6PFW1|VIP1_HUMAN,1
sp|O43324|MCA3_HUMAN,6
sp|O43347|MSI1H_HUMAN;sp|Q96DH6|MSI2H_HUMAN,1
sp|O43390|HNRPR_HUMAN,20
sp|O43390|HNRPR_HUMAN;sp|O60506|HNRPQ_HUMAN,6
sp|O43395|PRPF3_HUMAN,8
